entity,raw_l2,pc1_score,residual_l2,residual_z
Theatrograph,63.14147,1.1359396,55.468796,-0.49444368
Whalemen,57.176437,5.381572,55.425488,-0.49607155
Dethroner,61.469833,-0.53529865,55.422783,-0.4961732
Enclog,63.187286,-0.5919777,55.420876,-0.49624488
Inducteous,67.34364,0.65805066,55.419075,-0.49631256
Dermatotherapy,69.29434,-1.5024453,55.40131,-0.4969803
Wither,63.461967,2.9700904,55.37515,-0.49796364
Pyropuncture,63.022324,1.6347913,55.363106,-0.4984163
Pretechnical,61.110996,2.277093,55.347446,-0.4990049
Erosional,61.263313,3.0894847,55.319534,-0.50005406
Hyenia,64.05177,-1.2648457,55.31456,-0.50024104
Sketchers,62.194923,-0.57566965,55.313473,-0.5002819
Discide,59.384716,2.3506413,55.307804,-0.50049496
Hesitance,60.11834,-1.3871589,55.30728,-0.5005146
Narine,61.522472,1.0896976,55.305927,-0.5005655
Alchemic,60.661064,2.501549,55.30354,-0.5006553
Prolongs,68.00353,2.772826,55.303406,-0.5006603
Husbandship,58.57372,2.149472,55.295128,-0.50097144
Britannian,62.400177,-1.2270097,55.278877,-0.50158226
Papuan,58.833065,4.466697,55.270725,-0.5018887
Heterocaryotic,60.309273,0.22489898,55.265545,-0.50208336
Meringues,68.44381,-1.0171994,55.263382,-0.50216466
Vizard,55.22276,0.21872273,55.248505,-0.5027239
Terrorless,62.582832,0.9478316,55.244194,-0.50288594
Naissant,60.789066,-0.025214478,55.2411,-0.5030022
Kukang,66.32184,-1.8887826,55.203938,-0.50439906
Unabsolute,60.36963,-3.5654957,55.20325,-0.50442487
Lamasary,62.068394,-1.8475266,55.20001,-0.50454676
Noninjurious,56.628117,4.449928,55.18935,-0.50494736
Myomorphic,66.141754,0.44113153,55.16273,-0.5059479
Araucano,64.5733,-5.6382475,55.145714,-0.50658756
Comourn,62.731934,-3.0645738,55.136414,-0.50693715
Ringgit,66.63961,-2.7876697,55.12238,-0.50746465
Immask,63.93767,-2.8290207,55.1222,-0.5074714
Temporalty,57.66854,0.3393941,55.10177,-0.5082393
Morticians,64.22936,0.28837806,55.09555,-0.50847304
Unillusory,59.86652,4.101299,55.074825,-0.5092521
Degummer,62.01926,3.3390985,55.07127,-0.5093857
Quinanarii,59.83664,-1.5664346,55.042854,-0.51045376
Disconsonancy,57.387157,2.955481,55.038376,-0.51062214
Tresis,60.515522,-5.8867655,55.03663,-0.51068777
Slivery,64.383545,-0.27296627,55.03426,-0.5107768
Buhrstone,63.407257,2.2154994,55.01311,-0.51157176
Sibyls,63.86845,-5.296505,54.992905,-0.51233125
Overhip,57.813694,2.5330038,54.98603,-0.51258963
Headreach,61.93036,2.4606986,54.982044,-0.5127395
Hyaloplasm,56.01531,-0.114129856,54.97568,-0.5129787
Limace,59.100906,3.2372086,54.96229,-0.5134819
Ontologise,57.276848,-1.2040275,54.94323,-0.5141984
Bawlers,60.008232,2.989878,54.926426,-0.51483005
Sauceplate,59.669308,-1.7076994,54.9192,-0.5151016
Fullery,61.728584,0.17151934,54.91521,-0.5152516
Frowst,61.522873,0.21555749,54.903557,-0.5156896
Hickish,66.27744,-1.8350564,54.88998,-0.51619995
Petrogenetic,59.321774,3.4878154,54.889324,-0.5162246
Unpenitential,56.45481,1.434927,54.886868,-0.51631695
Precis,58.642097,1.2715446,54.868122,-0.51702154
Ethmoid,67.22986,-0.37950724,54.860584,-0.5173049
Syllabe,66.573875,-2.1527572,54.826366,-0.51859105
Friezes,61.58585,-1.382438,54.79261,-0.51985985
Unmagisterial,60.641792,-0.42687935,54.72643,-0.52234745
Suboxid,62.13476,0.24966753,54.72201,-0.52251345
Customizer,60.78668,-0.382939,54.70072,-0.5233137
Tyrannidae,64.01609,-1.4545643,54.67809,-0.52416444
Chelem,57.200367,-2.676947,54.665825,-0.5246254
Tolerators,57.764946,2.556286,54.65968,-0.5248564
Bookwright,58.05808,0.5697269,54.65529,-0.52502143
Archdeaconship,62.428665,-0.6868231,54.65481,-0.5250394
Toolstock,68.91496,0.037567303,54.64892,-0.52526087
Calcitrant,61.50953,1.0633924,54.63143,-0.5259182
Unexonerative,64.87659,-2.2794046,54.607426,-0.5268205
Philologastry,66.4013,-2.5642068,54.605442,-0.52689505
Aviatrice,58.76843,-0.2598564,54.60057,-0.52707815
Yeomen,58.3052,3.2552109,54.57256,-0.528131
Tangipahoa,63.805378,-3.449276,54.538784,-0.5294005
Engleim,59.662716,0.30436498,54.494553,-0.5310631
Lifeleaf,59.715275,1.2015059,54.492783,-0.53112966
Annellata,57.168777,-2.0392547,54.491867,-0.53116405
Atheriogaea,56.40141,-3.323377,54.490864,-0.5312018
Demulsion,58.869164,4.1242137,54.48972,-0.53124475
Gothicism,61.191544,0.24238086,54.45478,-0.532558
Kippen,64.91813,0.9492896,54.444443,-0.5329466
Fieldleft,63.69709,-3.9422562,54.411953,-0.5341678
Smirchless,59.719364,-1.7523165,54.377693,-0.5354556
Plighters,60.136353,-5.660274,54.366768,-0.5358662
Foreknower,64.72503,-0.7757047,54.36255,-0.5360248
Goyana,64.45947,-4.4508824,54.34052,-0.53685284
Emperil,62.53802,2.3356752,54.310417,-0.5379843
Acromial,63.78393,0.23350269,54.29769,-0.53846264
Stratojet,64.84092,-0.3006431,54.281948,-0.5390544
Zoopathologies,60.61732,-0.48309895,54.269924,-0.5395063
Imbrue,63.13932,1.7303399,54.265278,-0.53968096
Bridgings,59.485985,1.3960141,54.252766,-0.5401513
Tetrole,55.34302,3.1494133,54.2498,-0.5402627
Distills,65.71225,4.193532,54.24932,-0.54028076
Petrogram,61.7941,-6.7605605,54.249184,-0.54028594
Sageer,62.468967,-2.728329,54.224968,-0.5411961
Unalaska,62.57812,0.8338043,54.20635,-0.541896
Fiberizer,60.81273,2.0261629,54.168213,-0.5433294
Paruria,61.19144,-3.1246037,54.130604,-0.54474306
Cherry,62.397526,1.445594,54.118237,-0.5452079
Interenjoy,56.793667,-0.24917558,54.106064,-0.54566544
Sextans,65.1694,-0.5554104,54.07744,-0.5467414
Vomicine,62.99839,-2.7674093,54.046276,-0.5479127
Innumerability,56.596535,2.2443793,54.033424,-0.5483958
Dollhouse,61.746006,1.2308068,54.02123,-0.5488542
Transmuscle,64.83465,2.9158704,54.000633,-0.5496283
Lysine,64.94238,3.120148,53.994778,-0.54984844
Cancellous,65.423874,-0.7140884,53.976124,-0.55054957
Acaricidal,62.635754,-0.94134563,53.95776,-0.55123985
Mispassion,64.12334,0.4195957,53.894226,-0.5536279
Untune,62.746975,0.99144346,53.881527,-0.5541052
Curarizes,59.105434,-1.7969044,53.876625,-0.5542895
Shiraz,64.65457,-1.4812899,53.863842,-0.55477
Backfires,51.946697,-0.7756733,53.852257,-0.55520546
Trademaster,64.03671,1.2700121,53.838577,-0.5557196
Dinitrile,63.2983,-0.59329605,53.832462,-0.55594945
Chitarrino,62.543816,2.0705948,53.817867,-0.55649805
Strives,56.616684,0.75889695,53.750465,-0.55903155
Doornails,56.180645,2.5629573,53.738274,-0.5594898
Cunnings,60.124542,0.6151928,53.735302,-0.5596015
Frasier,65.58147,-5.506607,53.73033,-0.55978835
Conormal,59.78131,1.310654,53.715736,-0.5603369
Blackfishes,59.31771,-1.5379874,53.70024,-0.56091934
Tenfold,58.279377,0.27573496,53.699013,-0.56096554
Enravish,66.274055,2.5551605,53.658722,-0.56248
Endolaryngeal,61.172348,-0.42083615,53.621502,-0.56387895
Postulance,58.401054,2.4227667,53.606056,-0.5644595
Arrowworm,61.76056,0.33869553,53.59763,-0.56477624
Babool,67.31492,-3.326102,53.59544,-0.56485856
Monodist,57.813824,5.3969035,53.58522,-0.5652427
Uninceptive,63.143776,-1.771036,53.550606,-0.56654376
Scance,60.783524,0.56816393,53.53696,-0.56705666
Pocketcase,59.633278,0.2923123,53.510418,-0.5680543
Radishlike,58.428486,-1.3032756,53.492382,-0.56873226
Subcircular,57.66537,4.0522738,53.492096,-0.568743
Uroptysis,51.37707,-0.35751662,53.49165,-0.5687598
Animus,59.24899,-1.1916927,53.47974,-0.56920743
Unspatial,62.554523,1.265637,53.472023,-0.5694975
Aldamin,66.25915,-2.2471128,53.46936,-0.5695976
Jarvies,63.37206,1.6162043,53.465397,-0.56974655
Benjamin,60.58918,2.1186044,53.44551,-0.57049406
Heavenliest,60.787624,0.48991573,53.425022,-0.57126415
Flavory,59.947548,1.2838879,53.412777,-0.5717244
Muscarine,65.3289,-0.67613685,53.40681,-0.57194865
Deaden,58.45186,3.834353,53.394184,-0.5724233
Pseudoparesis,64.63778,0.14208525,53.380497,-0.5729377
Nonreversion,65.42386,-0.3269056,53.379704,-0.5729676
Alogism,58.98553,-2.2036304,53.360634,-0.57368433
Lodgeful,59.42831,2.5302534,53.350918,-0.57404953
Bumbles,61.472237,-0.111291185,53.33511,-0.57464373
Inability,57.439713,0.9915712,53.316593,-0.57533973
Pawnbroker,59.341686,2.705132,53.295555,-0.5761305
Cultivars,55.538467,0.26219323,53.271706,-0.57702696
Forthgaze,59.517353,4.449005,53.265392,-0.57726425
Subungulata,65.280876,-5.3808227,53.260834,-0.5774356
Lissotrichy,58.623657,1.5166966,53.25523,-0.5776462
Potsies,57.096077,2.8521008,53.2355,-0.5783878
Pileous,64.6975,-1.7399454,53.23541,-0.57839125
Suprahyoid,57.255997,1.6959827,53.188786,-0.5801437
Ascomata,62.679173,1.344699,53.186806,-0.58021814
Photoradio,55.717037,-2.3171353,53.17932,-0.5804995
Trunnions,65.03639,-1.3699046,53.172977,-0.5807379
Vaginectomies,54.33478,-1.1082205,53.16779,-0.5809329
Bisnagas,57.927757,-1.5590892,53.14433,-0.5818147
Tachisms,56.026245,0.20131408,53.113754,-0.58296394
Unblindfold,64.104904,2.708568,53.10526,-0.58328325
Delphinium,61.290413,-0.40898535,53.08616,-0.5840012
Unsight,55.252316,2.237582,53.080723,-0.5842055
Explosive,60.118168,-1.4358218,53.066032,-0.5847577
Erotomania,58.379143,0.37325433,53.06217,-0.58490294
Megatheriidae,64.77319,-0.7423663,53.03138,-0.5860602
Salvors,54.950695,1.0806634,53.02725,-0.5862155
Tetrachlorides,60.52249,3.383387,53.012974,-0.58675206
Unintegrative,59.120266,0.33028567,53.001984,-0.5871651
Gralloch,61.277153,-2.8747067,52.988403,-0.5876756
Loomfixer,64.79997,-1.3430551,52.98173,-0.5879264
Underclay,62.293396,-2.032135,52.97707,-0.58810157
Rorqual,59.436638,-1.9935597,52.97259,-0.5882699
Kibitz,62.12466,1.8154233,52.95885,-0.58878636
Baidak,63.774265,-1.7350518,52.9369,-0.5896114
Diabetogenic,58.727497,4.498256,52.921,-0.59020907
Semiacetic,64.59943,0.52966076,52.908024,-0.5906969
Antidogmatism,64.59344,0.07784653,52.904415,-0.5908325
Oenophilist,60.919502,2.351239,52.888138,-0.5914443
Summerhouse,62.880253,4.8905864,52.887764,-0.5914584
Allosaurus,61.264423,4.343153,52.8858,-0.59153223
Fidepromission,58.106567,-0.82953566,52.882603,-0.5916524
Paracorolla,54.561985,-2.0259552,52.85674,-0.59262455
Upgrades,57.54565,-1.6428797,52.8421,-0.5931748
Sulphamide,66.14924,-4.19581,52.835686,-0.59341586
Clinocephalus,57.33238,-3.3876326,52.81357,-0.5942472
Slingshot,62.020477,2.438382,52.804035,-0.5946055
Sulfion,62.523357,-2.3989794,52.769806,-0.59589213
Subtepidity,60.884815,-2.3208175,52.757366,-0.5963597
Hammam,64.28687,-2.232141,52.747963,-0.5967131
Detenus,57.53191,3.0422525,52.72308,-0.59764844
Sugann,58.87179,-2.077901,52.704777,-0.5983364
Lightplane,57.084045,-0.7887474,52.695927,-0.59866905
Auxographic,59.12449,-0.8400528,52.695404,-0.5986887
Subtersurface,58.21633,0.1095472,52.693996,-0.59874165
Synoecious,63.424187,-0.53889924,52.69031,-0.5988801
Troves,55.747757,-3.2671561,52.67335,-0.59951764
Perineoscrotal,63.428337,-3.239869,52.654373,-0.600231
Gadger,63.56554,1.1633013,52.64982,-0.6004022
Leaseback,61.107,-4.1846075,52.648033,-0.6004693
Pothos,62.02285,0.16872498,52.62275,-0.6014196
Stallinger,61.07719,-1.0374914,52.59993,-0.60227734
Overvalue,62.668453,2.2859724,52.59564,-0.6024387
Balances,61.327065,-0.70701116,52.585167,-0.60283226
Fanons,63.112762,1.2469932,52.5799,-0.60303026
Menshevist,62.71441,-1.0855458,52.564598,-0.6036054
Vasospasm,65.675125,1.3589842,52.561428,-0.60372454
Barony,57.311375,1.4216897,52.529167,-0.60493714
Omadhaun,53.38746,6.165915,52.51969,-0.60529333
Sauceman,56.760403,4.072299,52.517994,-0.6053571
Bimetallism,62.649742,3.2057207,52.51428,-0.60549676
Cymbaler,58.48231,-0.25256562,52.51143,-0.6056039
Oviparous,56.05999,2.0495892,52.51056,-0.6056366
Psephitic,54.553673,2.7027485,52.50881,-0.6057024
Caccias,61.652027,-2.0894353,52.498085,-0.60610545
Dynamophone,60.82012,-1.0764014,52.48456,-0.6066139
Haftaroth,63.90811,-3.3902721,52.421547,-0.6089823
Solidus,58.23375,1.9508293,52.40223,-0.6097084
Puppyfish,63.656292,-1.6047461,52.392014,-0.6100924
Sanzen,59.748775,-0.4241363,52.377644,-0.61063254
Microeutaxitic,58.802708,2.3650534,52.366283,-0.61105955
Lashkar,62.343742,-0.8402606,52.329605,-0.6124382
Subnotational,57.012012,0.003223598,52.328842,-0.6124669
Reprints,53.97395,0.17958938,52.31406,-0.6130225
Chevrolet,60.47927,1.024893,52.29471,-0.6137499
Plateiasmus,55.13932,-1.2918488,52.282993,-0.6141902
Anomoeanism,50.29624,3.323295,52.264076,-0.6149013
Halteres,58.224915,2.23927,52.255383,-0.61522806
Swordman,54.26191,1.9910464,52.228443,-0.6162406
Scaphion,57.70976,3.5085192,52.22316,-0.6164392
Auditual,59.609417,1.222634,52.208996,-0.6169716
Hostiles,59.964344,-0.9277078,52.192093,-0.61760694
Potties,61.49931,-5.8627615,52.135178,-0.61974627
Procacious,59.55743,0.7451545,52.113148,-0.6205743
Abnormalise,54.773117,3.767785,52.09382,-0.6213008
Lowder,63.2071,1.1991646,52.071697,-0.62213236
Outscold,62.663395,-2.0672688,52.051853,-0.6228782
Subpunch,58.314503,0.539417,52.03917,-0.623355
Gentil,59.66448,0.39822638,52.01942,-0.6240973
Laurelwood,63.37957,-7.5810823,52.017796,-0.6241584
Blenniiform,55.09299,4.376164,51.96864,-0.626006
Doubts,49.359623,2.1970923,51.946552,-0.62683624
Tottlish,56.46987,0.06860162,51.942093,-0.62700385
Lotuslike,55.18277,2.099073,51.941265,-0.62703496
Deaneries,52.19705,1.0007046,51.939484,-0.6271019
Blasties,60.41851,3.9708147,51.927338,-0.62755847
Southbound,55.197964,0.82579625,51.91778,-0.62791765
Radiatoporous,57.754513,-2.340525,51.899906,-0.6285895
Xanthinuria,60.94778,1.3406063,51.88216,-0.62925655
Guajira,64.700714,-3.7651422,51.85293,-0.63035536
Waterproofer,60.67806,0.46364164,51.82737,-0.631316
Wasatch,65.502914,-2.5571754,51.825764,-0.6313764
Caiman,64.616875,-3.58213,51.792168,-0.63263917
Weathergleam,62.961052,0.23743367,51.78487,-0.6329135
Beshade,59.870895,-1.6757239,51.783413,-0.63296825
Milliphot,60.438023,-0.14185844,51.77582,-0.6332536
Decoat,59.56675,1.418957,51.755478,-0.63401824
Fantasias,59.130444,6.9155636,51.747818,-0.6343062
Antipass,60.643764,1.8217298,51.745373,-0.6343981
Skiffs,53.239845,4.61418,51.74099,-0.63456285
Overfit,57.033764,1.0427676,51.68343,-0.6367264
Objector,57.034325,4.48583,51.6822,-0.6367725
Redarken,60.558506,-2.1264908,51.65501,-0.63779455
Carcinogeneses,63.17186,-1.6800671,51.64523,-0.6381622
Overdebilitate,66.334435,3.3235993,51.642574,-0.63826203
Artifex,63.63724,1.545232,51.64101,-0.6383208
Airiferous,61.909748,1.4336046,51.620335,-0.6390979
Miliary,62.34635,3.5703886,51.59247,-0.64014536
Enchannel,59.166313,1.1730111,51.5904,-0.6402231
Psychorealist,55.487885,2.2826538,51.575592,-0.64077973
Redelivery,59.215794,1.3807163,51.564026,-0.6412145
Euaster,55.1065,3.8780582,51.535778,-0.6422762
Shandy,57.08115,1.0182331,51.50701,-0.6433575
Theropoda,59.013905,0.2923798,51.495594,-0.64378667
Masuriums,57.964603,-1.8313397,51.49209,-0.6439184
Dyestuffs,63.976337,2.6912186,51.471855,-0.64467895
Disloyalties,58.13103,2.552405,51.466457,-0.64488184
Decameronic,58.838406,2.9943566,51.462082,-0.6450463
Fetishize,63.96819,0.761425,51.428402,-0.64631224
Mellific,62.07026,-2.145644,51.39677,-0.6475012
Safflowers,65.00082,-2.2495718,51.378887,-0.6481734
Insectine,61.10494,-1.2807077,51.36956,-0.6485239
Fitchew,58.400917,-1.2658443,51.3452,-0.64943963
Salivous,60.06452,-1.2307627,51.332157,-0.6499298
Blunnen,57.762463,-4.0429363,51.30406,-0.6509859
Popeless,54.688972,-0.38566035,51.293278,-0.6513912
Outpush,64.75848,0.22058083,51.2687,-0.6523151
Benzonitrile,58.395874,-1.4741564,51.261845,-0.6525727
Cuneiform,53.61673,5.081991,51.25557,-0.6528086
Succulence,63.452656,-0.5991131,51.234825,-0.6535883
Tarcel,55.327625,1.6439251,51.234306,-0.6536078
Anauxite,58.321766,-1.6571087,51.23372,-0.6536299
Bridelace,61.58154,-0.26983035,51.228565,-0.6538236
Omnivision,55.8297,1.2093468,51.208572,-0.6545751
Unrestful,56.875523,0.25150654,51.208508,-0.65457755
Jetsam,57.882435,3.8706439,51.16813,-0.65609527
Deitate,59.867466,0.7391001,51.123802,-0.6577614
Achene,58.419262,2.672753,51.10466,-0.6584809
Summarizations,62.945976,4.151244,51.100254,-0.6586465
Coalsack,62.158115,-1.9345461,51.091824,-0.6589634
Substantives,63.100853,0.074003175,51.088608,-0.65908426
Sulfureous,61.146343,-2.6546772,51.086174,-0.65917575
Tackleless,57.162697,1.0207272,51.084015,-0.6592569
Cabook,61.817635,-0.6855973,51.076057,-0.65955603
Refrigerative,61.632954,-2.068762,51.074078,-0.6596304
Rabble,55.697323,4.602727,51.062946,-0.66004884
Microgauss,59.028175,2.8788037,51.008842,-0.66208243
Unoecumenic,57.531372,0.412256,50.99995,-0.6624167
Whitestone,57.457138,1.7433904,50.995686,-0.662577
Ichthyosaurid,57.466774,2.224183,50.99014,-0.6627855
Vishnu,60.120953,2.4243617,50.986553,-0.66292024
Photophysical,55.669964,2.521014,50.95613,-0.66406375
Obovate,55.53481,2.312625,50.95342,-0.6641657
Nomina,64.09796,1.1163018,50.948723,-0.6643422
Condemnatory,55.960567,2.8114216,50.936012,-0.66481996
Peritoneopexy,55.8952,1.7777196,50.921246,-0.665375
Assigns,42.984177,3.3201106,50.898384,-0.6662343
Checkups,55.588326,1.3774291,50.85205,-0.66797584
Debaucheries,54.65636,-1.3255551,50.837605,-0.66851884
Discontinuer,55.81823,2.8160517,50.836716,-0.6685523
Disboard,52.774757,-0.7343663,50.82482,-0.6689994
Wourari,55.4895,-4.5568814,50.810974,-0.66951984
Splashier,58.094616,-5.3645277,50.790195,-0.67030084
Bodywise,56.229126,3.6848469,50.787167,-0.6704147
Deathful,53.090183,2.0738318,50.779724,-0.6706945
Embolectomies,56.149025,0.82635546,50.746437,-0.67194563
Pseudoform,56.35028,1.4757736,50.713554,-0.6731816
Topographics,58.663013,3.073118,50.69976,-0.6737001
Evovae,53.349148,0.6352398,50.653,-0.6754577
Metropolises,63.57882,-0.15367402,50.6499,-0.6755743
Purkinje,56.13654,-0.2154594,50.64859,-0.6756235
Diamondize,57.859882,2.9697568,50.63212,-0.6762426
Iliadist,54.32382,0.6270907,50.620144,-0.67669266
Facund,58.44742,-0.15684593,50.598927,-0.6774902
Neuropodium,55.500996,-0.3177386,50.573532,-0.6784447
Whangdoodle,58.90705,-2.2381165,50.568527,-0.67863286
Guttee,57.808502,0.772509,50.56662,-0.6787045
Enlistees,61.26515,1.3994449,50.564537,-0.6787828
Mayvin,53.96271,4.134321,50.556522,-0.67908406
Glover,62.849064,2.5734022,50.553894,-0.6791828
Econometrician,55.998466,3.0626297,50.544846,-0.679523
Digitals,58.64065,-0.5707804,50.511864,-0.68076265
Forkbeard,61.772892,-2.609377,50.511673,-0.68076986
Pterodactylus,57.844418,1.2472138,50.473778,-0.68219423
Inoculability,52.469437,-0.12699836,50.46447,-0.6825441
Divertor,57.898888,-0.41440606,50.46102,-0.6826737
Stimulations,63.75189,1.2728415,50.443024,-0.6833502
Whippings,56.414124,0.28866813,50.438305,-0.6835276
Keyster,57.434464,-1.8087977,50.397305,-0.68506867
Bangtails,58.283936,-2.7232156,50.393093,-0.685227
Hairwood,57.18958,2.1950827,50.392666,-0.685243
Instructors,55.840393,-3.5444326,50.36346,-0.6863408
Admiral,58.58532,-0.3513259,50.362965,-0.6863594
Submerse,56.306244,1.957684,50.35471,-0.6866697
Natalian,55.555397,0.060042083,50.351532,-0.68678916
Startler,62.45586,-1.920699,50.34694,-0.68696177
Underlease,57.430653,-3.2181437,50.337955,-0.68729943
Gandhian,55.655895,-0.38523105,50.31882,-0.6880187
Pneumococcous,57.948734,-1.0268219,50.318806,-0.6880193
Heterotypic,57.022266,0.1516026,50.31732,-0.688075
Leatherboard,58.429607,-0.519345,50.31261,-0.6882521
Podiatries,56.834892,-1.7888209,50.305893,-0.68850464
Abstrusity,57.11969,-1.8600326,50.283615,-0.68934196
Areola,61.830616,-1.174393,50.25941,-0.69025177
Tabulare,54.88266,-0.41522703,50.22263,-0.6916343
Predeposit,58.284245,-0.45826286,50.20964,-0.6921225
Ruckus,61.915382,-1.970554,50.20192,-0.69241273
Predoctorate,57.34885,1.5525616,50.17452,-0.69344264
Hedgebreaker,56.59983,1.3894986,50.166656,-0.69373816
Ectoparasitic,57.34387,2.5764437,50.158165,-0.69405735
Resort,51.815937,2.5855255,50.157368,-0.6940873
Divertise,59.46869,-0.21857479,50.15224,-0.69428
Domiciliary,60.932163,4.20631,50.141876,-0.6946696
Serfism,56.431362,-1.3198833,50.10387,-0.69609815
Affinity,58.750214,5.1875687,50.081745,-0.69692975
Lungworm,60.060677,0.121790834,50.076077,-0.69714284
Rudbeckia,55.768528,1.1377099,50.051186,-0.69807845
Yellowman,56.216095,3.5574803,50.043102,-0.69838226
Crimpier,54.55505,-1.4446765,50.04105,-0.6984594
Formicariae,53.09239,-1.9542546,50.040966,-0.69846255
Rhodospermeae,61.639145,-4.373268,50.02169,-0.6991871
Negqtiator,62.141438,4.1163783,50.004032,-0.6998508
Tetragram,51.991936,-0.08647712,49.988895,-0.7004198
Oxyamine,59.079277,0.6439393,49.955368,-0.70168
Caroigne,61.13926,-4.1804905,49.936882,-0.7023748
Jageer,57.58415,-2.514196,49.92729,-0.7027353
Tolualdehyde,61.828552,-2.966794,49.920757,-0.70298094
Silvex,61.86521,-2.5650187,49.90892,-0.7034258
Makutas,58.041237,-2.5024786,49.89371,-0.7039975
Betatrons,52.81246,1.9541243,49.863777,-0.70512265
Midlatitude,54.944057,3.222942,49.8419,-0.70594496
Honorarium,50.09018,0.49948788,49.83875,-0.7060634
Kialkee,56.23545,-0.3210159,49.82241,-0.70667756
Betain,56.561016,0.51221466,49.80992,-0.707147
Samani,54.48497,0.64433026,49.785835,-0.70805234
Desecrations,48.97217,3.288297,49.76611,-0.70879376
Rohilla,62.86773,-3.7877722,49.764404,-0.70885783
Chromograph,53.119114,2.4098668,49.762886,-0.70891494
Ampelidae,57.226364,-1.6379874,49.727646,-0.7102395
Tigerlike,56.99398,-1.6784518,49.708645,-0.7109537
Balers,60.297558,-0.5548778,49.681942,-0.7119574
Anthography,55.79196,2.2694788,49.676857,-0.71214855
Catnip,63.209934,-0.6818686,49.67319,-0.71228635
Outwall,56.330395,2.5930648,49.668316,-0.7124696
Supervisionary,58.978054,4.8215456,49.660706,-0.7127556
Microbe,60.09342,-0.0037161373,49.660294,-0.7127711
Oxychloric,54.992725,0.9638513,49.655716,-0.7129432
Monoxime,58.451702,-0.7872557,49.64877,-0.71320426
Firebases,56.15482,-1.5760415,49.646862,-0.71327597
Steads,52.67458,0.48448598,49.63445,-0.71374255
Duodenum,57.630272,-1.3768144,49.628265,-0.71397495
Deificatory,58.99437,0.78065455,49.606205,-0.7148042
Prelect,57.006687,-3.3713794,49.604088,-0.71488374
Odontocele,59.32802,-2.9619095,49.596653,-0.71516323
Metallize,56.061832,1.1589661,49.582428,-0.7156979
Subinternal,58.54661,-2.5265062,49.55156,-0.71685815
Nonmorality,56.42685,0.80241156,49.546593,-0.71704483
Dispersonalize,60.135647,-2.7302284,49.534435,-0.7175018
Rosular,59.203148,-0.08135417,49.523094,-0.7179281
Briers,53.199673,-1.1570778,49.4852,-0.7193525
Ocypete,54.324028,-2.4278238,49.464504,-0.7201304
Barkstone,56.383133,3.637854,49.462086,-0.7202213
Skilts,57.859947,1.6640317,49.418774,-0.72184926
Viniferous,57.750847,1.9635451,49.416996,-0.7219161
Jukebox,54.87415,0.81395984,49.388496,-0.7229873
Plasmolysis,51.802395,2.297578,49.374203,-0.7235246
Soffits,59.029247,1.6568083,49.37326,-0.72356
Pantarchy,56.027534,-0.19575357,49.36214,-0.723978
Polarographic,55.41706,3.9416633,49.345146,-0.72461677
Chough,58.65536,-0.6023086,49.33795,-0.7248872
Softie,50.25661,3.153194,49.328716,-0.72523427
Beatific,59.966263,-2.331327,49.324543,-0.72539115
Nationless,52.310387,3.723696,49.322876,-0.7254538
Nondiagonal,58.00253,2.132091,49.317883,-0.7256415
Acetocinnamene,59.366528,-1.645069,49.31046,-0.72592056
Quantimeter,55.615658,3.5736384,49.291,-0.72665197
Maintenances,58.721577,1.7577556,49.287983,-0.7267654
Crossline,59.140434,1.038326,49.286724,-0.72681266
Gymnoglossa,57.707695,-5.4360313,49.276592,-0.72719353
Utible,54.07371,-1.6426121,49.275845,-0.7272216
Nonenunciatory,58.14905,-0.77925175,49.271313,-0.72739196
Glauke,54.00698,1.0728136,49.264824,-0.72763586
Aerosats,50.62766,-0.50758755,49.22904,-0.72898096
Eleuin,56.859085,-0.12604931,49.22644,-0.7290786
Bursters,54.4654,-1.2447788,49.169865,-0.73120517
Pashaship,58.48199,-4.4058576,49.136448,-0.7324612
Apollonian,55.12761,-1.6931474,49.136177,-0.7324714
Goitrogen,49.519447,1.7467787,49.091915,-0.7341351
Mesopelagic,56.95526,3.3920121,49.091484,-0.7341513
Carryovers,51.719463,1.262918,49.08846,-0.73426497
Vaginicoline,61.39479,-2.0836515,49.018047,-0.7369116
Ralstonite,58.866016,-4.7761526,49.008152,-0.7372835
Titres,56.358734,-1.9268427,48.999996,-0.7375901
Lignicolous,56.40952,2.379796,48.987656,-0.7380539
Reoccur,56.28349,-0.5370756,48.965645,-0.7388813
Strainproof,56.757347,-0.70884824,48.935707,-0.74000657
Perpetualist,59.64484,1.399694,48.928516,-0.7402768
Despond,47.018196,3.8855534,48.915977,-0.74074817
Flajolotite,56.45009,-1.139534,48.909832,-0.74097914
Palaeocene,58.398724,0.16129039,48.9085,-0.7410292
Shibahs,57.103863,-3.251659,48.873817,-0.7423328
Paella,59.05557,0.49494398,48.82585,-0.74413574
Godmotherhood,51.421833,2.6089654,48.81251,-0.7446372
Foiler,57.11921,0.3475575,48.80802,-0.74480593
Involutory,58.26925,2.0800648,48.797813,-0.74518967
Diuretics,49.92408,-0.7851364,48.796192,-0.7452506
Sholom,56.12095,0.73002213,48.789944,-0.7454854
Welshlike,55.008873,-1.8404037,48.73688,-0.7474799
Antiquary,56.21674,2.9630604,48.72452,-0.7479445
Snarlers,57.57435,-0.68533295,48.72164,-0.7480528
Bottine,54.400146,-1.6310937,48.720528,-0.7480946
Revolute,54.482273,1.8826461,48.707275,-0.74859273
