entity,pc1_score,l2_delta
Sclerosarcoma,-0.2435764,84.726845
Interscendent,-0.24380368,61.277695
Chloridize,-0.24472517,98.52399
Imanlaut,-0.24488059,84.34851
Outrede,-0.24581265,79.33937
Oftwhiles,-0.24773176,76.811195
Procathedrals,-0.24897161,65.85944
Interenjoy,-0.2491751,56.793667
Cymbaler,-0.2525663,58.48231
Aviatrice,-0.25985765,58.76843
Bridelace,-0.2698326,61.58154
Trisensory,-0.27035442,95.54685
Sulfanilic,-0.27288014,74.51479
Slivery,-0.27296692,64.383545
Whirlicote,-0.28252584,84.8154
Anosmic,-0.28847814,48.904354
Nigritudinous,-0.29004407,65.65123
Slugfest,-0.29067203,87.21438
Nonguard,-0.29238647,75.23605
Epiceratodus,-0.29240865,61.148785
Trophobiosis,-0.2963871,74.580505
Stratojet,-0.30064183,64.84092
Colonizers,-0.30146027,47.632244
Fakeer,-0.30360144,69.87652
Procellariine,-0.30940774,96.014435
Neuropodium,-0.317738,55.500996
Mannites,-0.31861764,92.044716
Kialkee,-0.32101566,56.23545
Nonreversion,-0.32690233,65.42386
Impotent,-0.3475126,51.907623
Admiral,-0.35132504,58.58532
Picador,-0.3530615,83.56625
Affettuoso,-0.3535382,78.16128
Uroptysis,-0.3575174,51.37707
Deviler,-0.36296776,63.96586
Lengthsman,-0.36727804,92.387825
Disorganic,-0.37192446,62.766975
Coarctate,-0.37281528,109.42239
Trijugate,-0.37945977,81.815636
Ethmoid,-0.37950552,67.22986
Neutrophile,-0.37990838,64.8282
Customizer,-0.38293922,60.78668
Gandhian,-0.38523087,55.655895
Popeless,-0.38566166,54.688972
Misenjoy,-0.38714534,72.98911
Lithotrity,-0.39937228,90.364655
Trichinous,-0.40419617,67.86212
Costicartilage,-0.40459618,76.146675
Poundkeeper,-0.407602,48.519886
Delphinium,-0.40898404,61.290413
Planful,-0.41110605,91.73264
Haptotropic,-0.41318896,80.14561
Divertor,-0.41440418,57.898888
Tabulare,-0.41522855,54.88266
Brachyuranic,-0.41545045,81.01209
Giantish,-0.4161366,141.39354
Fistularioid,-0.41748688,66.83908
Endolaryngeal,-0.42083552,61.172348
Fleuronnee,-0.4234792,69.810074
Sanzen,-0.42413765,59.748775
Mosquitoproof,-0.42672193,68.07077
Unmagisterial,-0.4268808,60.641792
Coonjine,-0.43613142,78.48458
Maddock,-0.43649536,67.85224
Briarberry,-0.43970755,68.049095
Leipzig,-0.4401183,53.104267
Nematogene,-0.4430607,64.90028
Marauders,-0.4493867,53.830296
Narwhale,-0.4534456,61.05289
Hemicrania,-0.45347676,85.992935
Predeposit,-0.4582629,58.284245
Unigenous,-0.46573207,81.249374
Superimposure,-0.47208756,59.977383
Dishwares,-0.48141587,54.903408
Turnipwood,-0.48241448,56.8
Zoopathologies,-0.48310095,60.61732
Calenturish,-0.483932,74.19699
Declines,-0.5009422,59.14045
Aerosats,-0.5075881,50.62766
Gelatinigerous,-0.50793827,68.08019
Quipster,-0.51867545,70.81146
Leatherboard,-0.5193465,58.429607
Topmost,-0.5234317,58.000523
Sindhi,-0.52562416,47.132206
Modifiability,-0.5300078,81.51375
Guillemet,-0.53156835,91.18821
Dethroner,-0.5352998,61.469833
Pollent,-0.5366449,85.99153
Reoccur,-0.5370749,56.28349
Scrubwoman,-0.5376456,54.83487
Hersall,-0.53847873,222.0566
Synoecious,-0.5389,63.424187
Balers,-0.5548762,60.297558
Sextans,-0.5554104,65.1694
Cancerite,-0.5584009,52.42859
Flamelike,-0.5586222,54.318577
Lenaeus,-0.5599009,65.09629
Sexpots,-0.5619942,79.707115
Homicidious,-0.56298006,68.95861
Sapromic,-0.56336045,85.60458
Soddite,-0.57050693,98.425896
Digitals,-0.57078236,58.64065
Sketchers,-0.5756681,62.194923
Chomage,-0.5786061,82.37208
Chiavetta,-0.57904816,72.27161
Breechesflower,-0.5794221,69.75332
Theatricalise,-0.5840004,62.116184
Scotomic,-0.58867013,91.59653
Enclog,-0.59197927,63.187286
Morales,-0.59199554,48.317738
Alburnums,-0.5932515,74.7687
Dinitrile,-0.59329563,63.2983
Bookmarks,-0.59545135,83.935616
Guittonian,-0.5959986,51.909325
Sulphurous,-0.5960692,53.36277
Curran,-0.5970235,66.97105
Succulence,-0.5991127,63.452656
Lutrinae,-0.6005734,76.79567
Chough,-0.6023098,58.65536
Surrenderer,-0.6047826,65.82016
Nonspecial,-0.60492206,59.96183
Outbalances,-0.6081174,96.888916
Midterms,-0.61131525,50.430458
Nonevocative,-0.61295825,64.69403
Sudatorium,-0.61901975,51.174496
Enleaf,-0.6222141,53.49763
Pseudepigrapha,-0.62439144,78.67101
Bitterworm,-0.62658304,93.31215
Homilete,-0.6287884,116.621826
Chignons,-0.6297524,50.223114
Haywire,-0.6303069,71.01566
Renerve,-0.6381148,99.186646
Basaltes,-0.6394919,66.59509
Apothems,-0.6397048,51.41338
Gamier,-0.64791846,91.200455
Prespinous,-0.64927274,69.72435
Quaggiest,-0.65627646,90.05749
Pyrologies,-0.6577596,62.54346
Nonembryonal,-0.6600676,62.813004
Intarsias,-0.6636452,47.640137
Rheostatic,-0.6691618,87.99362
Bicaudate,-0.6717862,96.87875
Ovaliform,-0.6726651,63.584263
Muscarine,-0.67613506,65.3289
Blenniid,-0.6765226,99.167496
Epicranium,-0.6779599,88.083176
Catnip,-0.6818672,63.209934
Spermosphere,-0.6843955,50.467087
Snarlers,-0.6853335,57.57435
Nordicism,-0.68550014,60.84377
Cabook,-0.6855973,61.817635
Archdeaconship,-0.68682384,62.428665
Mercify,-0.6871514,68.11866
Orotherapy,-0.68989515,46.88731
Anthomedusan,-0.7029996,66.37094
Radicle,-0.7051358,65.41923
Semiditone,-0.7054522,124.197014
Balances,-0.7070103,61.327065
Strainproof,-0.70884764,56.757347
Timbreller,-0.7089122,69.6433
Cancellous,-0.71408546,65.423874
Receptible,-0.7171401,81.15743
Germen,-0.719954,75.82232
Dilaniate,-0.7311977,74.37411
Disboard,-0.73436713,52.774757
Cultivations,-0.7381813,50.081917
Dinaric,-0.7423154,53.479084
Megatheriidae,-0.74236524,64.77319
Boxinesses,-0.7453201,70.98849
Overwild,-0.7476157,71.84266
Eurodollar,-0.7529915,48.43108
Stammel,-0.75585425,66.31112
Nonmitigative,-0.75966066,81.08861
Panegyricon,-0.75989246,90.40032
Aubrieta,-0.7608616,71.57516
Bravoite,-0.76281786,74.961784
Coinmaker,-0.76569504,49.219402
Cobeliever,-0.7679914,63.71581
Penduline,-0.7712458,70.47734
Smilacaceae,-0.7737465,83.09618
Backfires,-0.7756759,51.946697
Foreknower,-0.7757047,64.72503
Hussies,-0.77660656,73.27705
Tarsier,-0.7776878,47.237865
Nonenunciatory,-0.77925134,58.14905
Omnivorous,-0.78062016,43.840694
Erethizontidae,-0.7808735,73.06482
Burgages,-0.78269076,54.96679
Diuretics,-0.7851395,49.92408
Estrade,-0.78559387,82.15021
Monoxime,-0.78725576,58.451702
Lightplane,-0.7887487,57.084045
Fireclay,-0.7947885,99.816345
Auspicial,-0.8008587,73.37675
Stratography,-0.8051199,44.89084
Bengali,-0.80699813,61.28751
Dzungar,-0.8095953,80.851524
Goldenest,-0.8121558,80.74943
Hildebrandism,-0.81563735,50.08988
Imides,-0.8169152,47.93857
Garancine,-0.8232458,54.905254
Proteiform,-0.8266072,55.578552
Fidepromission,-0.82953626,58.106567
Paedometrical,-0.83061576,56.65094
Samucu,-0.83158356,57.63068
Netherlandic,-0.836707,67.48465
Evolvent,-0.83738995,83.77488
Auxographic,-0.8400533,59.12449
Lashkar,-0.8402609,62.343742
Prodigy,-0.8445203,45.72766
Scurvies,-0.84564304,64.67765
Anteluminary,-0.85016406,71.446526
Doughbellies,-0.8523844,71.62461
Bilharzial,-0.85350204,71.33925
Mammoths,-0.8555987,47.189457
Unstricken,-0.858938,70.19355
Maturescence,-0.8650641,77.0699
Blesmol,-0.86569345,107.44573
Unitarist,-0.86811304,62.074425
Autoloaders,-0.8744306,50.70562
Soberest,-0.87607324,119.313095
Chromomere,-0.8955692,110.45041
Fruticulture,-0.8965311,74.98352
Remargin,-0.89999557,77.213356
Bacteriology,-0.9013656,47.48539
Togger,-0.9041208,73.629234
Zingel,-0.9071784,88.38686
Pleuronect,-0.9093294,66.09007
Shearsman,-0.918173,88.5085
Episplenitis,-0.9237803,102.04738
Disthrone,-0.92476285,87.17118
Chervils,-0.925269,113.61722
Hostiles,-0.9277097,59.964344
Shofars,-0.9297972,50.09382
Atomician,-0.9356603,76.17456
Fenner,-0.93814296,69.73002
Acaricidal,-0.9413441,62.635754
Glomeruli,-0.94255173,42.05622
Tacheometric,-0.94400644,56.60997
Metronomical,-0.94568264,69.27251
Coccal,-0.9493772,80.83235
Piculs,-0.9544773,68.87731
Cymbocephalic,-0.9549618,69.36143
Sulfourea,-0.9600615,65.52741
Thermoses,-0.9633753,73.11685
Unfalsity,-0.96701103,69.689095
Kronur,-0.97228384,62.867413
Lendee,-0.97235394,67.66526
Exulate,-0.9723906,80.45659
Unremorseful,-0.9730908,90.06142
Mulish,-0.97315985,76.46508
Seacrafts,-0.9763121,88.70962
Hostlership,-0.9807344,120.02001
Reshower,-0.98127043,121.268776
Dissocialize,-0.9894587,82.63362
Squasher,-0.9937225,65.793884
Deresinize,-0.99501944,80.4864
Renitence,-1.0001137,76.31995
Alphonsin,-1.0038276,103.02368
Sewround,-1.004171,93.47023
Epibole,-1.0101452,70.01736
Kitharas,-1.0122259,82.056175
Canopid,-1.0127435,65.87843
Knucklier,-1.0135481,73.78092
Gradientia,-1.014078,48.67788
Salamandroid,-1.0162389,80.84739
Meringues,-1.0171968,68.44381
Astream,-1.0184941,81.46357
Pneumococcous,-1.0268214,57.948734
Hariolize,-1.0284436,98.20661
Semipros,-1.0317307,59.573345
Chloropsia,-1.0341446,77.371254
Riggal,-1.0370358,74.10588
Stallinger,-1.0374897,61.07719
Distain,-1.0395741,58.091118
Pectunculus,-1.0410058,48.38889
Birdbaths,-1.0410942,47.035183
Arianists,-1.0655576,74.55947
Spirituel,-1.0659311,53.3086
Rushland,-1.0680158,53.51634
Dynamophone,-1.0764022,60.82012
Semiannular,-1.0815835,62.394314
Beebreads,-1.0822105,90.602455
Springlock,-1.0833356,95.3777
Mondego,-1.0846639,65.02931
Menshevist,-1.0855451,62.71441
Pantofles,-1.08591,74.96755
Scientism,-1.0925865,50.100742
Breakerman,-1.0932924,64.64128
Planktont,-1.093826,79.89119
Halifax,-1.0953262,50.001743
Spadefish,-1.1020637,57.92227
Vaginectomies,-1.1082256,54.33478
Tropospheric,-1.1153711,52.784027
Justifier,-1.1227684,61.74388
Unidigitate,-1.1241671,72.15755
Coccothraustes,-1.1350274,82.74744
Feteritas,-1.138612,60.366585
Flajolotite,-1.1395354,56.45009
Servet,-1.1416416,88.96725
Breakouts,-1.1474122,42.625645
Counterparadox,-1.1480416,66.56889
Pyopoietic,-1.1495565,86.5633
Tagsore,-1.154431,90.659195
Briers,-1.1570808,53.199673
Stravage,-1.1575582,124.41823
Peridiniaceae,-1.1583833,68.01237
Sceloporus,-1.1622021,62.92777
Laryngoscopies,-1.1624905,59.559696
Maharajah,-1.1687543,58.620735
Macrodontism,-1.1699367,50.668423
Areola,-1.1743916,61.830616
Barbuts,-1.1750586,73.20826
Muckamuck,-1.1782328,69.32381
Cosines,-1.182842,46.887062
Horsebane,-1.1842737,57.97576
Animus,-1.1916928,59.24899
Tracheole,-1.1956071,65.415504
Cuinage,-1.1966566,134.6795
Oversprung,-1.1987908,49.47912
Egards,-1.2020807,83.99384
Progressor,-1.2031121,52.056206
Ontologise,-1.2040305,57.276848
Acidifiers,-1.2056348,53.300426
Semitextural,-1.2128853,61.696384
Indicia,-1.2169981,57.75065
Trajectile,-1.2252705,69.282555
Britannian,-1.2270124,62.400177
Sarcomata,-1.2284522,75.94772
Salivous,-1.2307642,60.06452
Geoglossum,-1.2309688,50.276352
Archdevil,-1.2363511,64.09008
Syriacism,-1.2374487,50.166832
Sepoys,-1.2386296,54.619007
Amylolytic,-1.2386615,63.33932
Ectozoa,-1.2407186,68.67349
Sanghs,-1.2420266,68.8084
Unfatalistic,-1.2423478,85.44383
Bursters,-1.2447811,54.4654
Peltae,-1.2473466,112.44588
Quiddit,-1.2481403,73.39668
Biospeleology,-1.249671,51.12624
Stonegale,-1.2547439,70.806465
Underform,-1.2563758,77.218376
Shoggie,-1.257977,69.41549
Parage,-1.258493,54.88957
Oxidises,-1.2601731,52.233883
Replial,-1.2607594,68.54526
Photodermatism,-1.2616546,65.324524
Pomatoes,-1.2639327,80.07993
Hyenia,-1.264845,64.05177
Nontherapeutic,-1.2650228,75.77802
Badger,-1.2656922,56.231853
Fitchew,-1.2658443,58.400917
Baculites,-1.2676806,62.291374
Hammaid,-1.270044,76.69432
Iwound,-1.2707144,93.62158
Sonship,-1.2721574,51.617172
Insectine,-1.2807087,61.10494
Tidings,-1.2879086,55.980434
Plateiasmus,-1.2918503,55.13932
Dextrocardial,-1.2920723,86.6422
Undershrub,-1.2935599,79.685394
Laccin,-1.2947059,78.97944
Radishlike,-1.3032765,58.428486
Elfhood,-1.3080691,60.98571
Vyrnwy,-1.3100997,77.90628
Flagfall,-1.3134624,76.79582
Serfism,-1.3198841,56.431362
Egracias,-1.320982,62.722412
Ceteosaur,-1.3222262,69.068085
Octopede,-1.3222827,85.35638
Debaucheries,-1.3255568,54.65636
Anhydrate,-1.328468,77.711075
Lentoid,-1.3285934,69.33567
Forelocks,-1.3318998,72.600044
Jockstraps,-1.3364283,60.201855
Zarnec,-1.3384087,58.398823
Carmine,-1.3407309,74.77557
Loomfixer,-1.3430531,64.79997
Mirepoix,-1.3442882,94.02459
Transits,-1.3450902,43.083145
Acutorsion,-1.3536174,66.14178
Bareges,-1.3601595,66.8831
Mothproof,-1.3629738,57.362766
Mesarch,-1.3653647,84.31327
Trunnions,-1.3699048,65.03639
Ampulliform,-1.3708117,73.64856
Bogota,-1.3762788,48.384613
Iodoprotein,-1.3762822,67.656075
Duodenum,-1.3768158,57.630272
Sherardize,-1.3801928,71.93336
Friezes,-1.3824427,61.58585
Potamogalidae,-1.3828888,69.21509
Hesitance,-1.3871605,60.11834
Trinil,-1.3940434,99.73554
Slavism,-1.3960003,64.25645
Rattlertree,-1.3982964,45.51021
Rockbird,-1.4017892,53.42744
Abolitionism,-1.4060938,49.263485
Percheron,-1.406425,82.012596
Pentameran,-1.4143897,66.11561
Taffia,-1.4171666,89.08066
Hingers,-1.4207803,65.57417
Cosset,-1.4209337,78.12811
Rhyton,-1.4251931,72.83613
Spiraeas,-1.4262726,62.363308
Explosive,-1.4358237,60.118168
Torula,-1.438519,72.769035
Epitrichium,-1.4387901,69.92842
Crimpier,-1.4446781,54.55505
Childes,-1.4469693,68.10732
Eximidus,-1.4519354,70.50612
Tyrannidae,-1.454566,64.01609
Temporalism,-1.4556932,79.804016
Wafters,-1.4587283,111.72297
Neurhypnotist,-1.4604787,68.834404
Cotillon,-1.4615088,65.91653
Intercentral,-1.4617511,67.497215
Dosimetrist,-1.4623684,54.75377
Retrovision,-1.4682865,84.50452
Firebreaks,-1.4693599,43.05488
Coruscate,-1.473976,71.08558
Benzonitrile,-1.474158,58.395874
Slummage,-1.4783927,101.22223
Jujuisms,-1.4791551,63.418804
Endoglobular,-1.4811814,98.92697
Shiraz,-1.4812907,64.65457
Seccotine,-1.4867319,68.74062
Doings,-1.4908569,58.25551
Unclamorous,-1.5007656,74.11108
Dermatotherapy,-1.5024421,69.29434
Toxophobia,-1.5129669,83.23381
Sphenographist,-1.5189116,89.80845
Anagrammatic,-1.5346446,96.68768
Anabaptistic,-1.5356885,63.988167
Blackfishes,-1.5379908,59.31771
Retrim,-1.5399231,82.83491
Anthropoidal,-1.5423644,83.44119
Egyptologer,-1.5442356,89.117935
Pranava,-1.5493476,66.29719
Sarcolite,-1.5497353,50.288002
Malverse,-1.5505086,97.6856
Enwood,-1.5561085,72.05268
Bisnagas,-1.5590923,57.927757
Miscredit,-1.5607088,71.47496
Metrostaxis,-1.5615727,73.48124
Fretsaws,-1.5629028,145.8551
Delthyria,-1.5659913,47.959114
Quinanarii,-1.5664369,59.83664
Jobarbe,-1.5694004,103.424225
Xylidines,-1.5701454,67.26531
Stileman,-1.57221,53.26618
Coalmonger,-1.5743449,53.00706
Firebases,-1.5760419,56.15482
Pumice,-1.5769982,56.656384
Andvari,-1.584092,54.978764
Kujawiak,-1.5868977,94.70777
Embryologies,-1.5901417,50.37099
Cosmism,-1.5921693,71.35276
Bengal,-1.5949702,51.10575
Hardfist,-1.6010467,67.52092
Puppyfish,-1.604746,63.656292
Outback,-1.6105955,59.331135
Lidgate,-1.6113431,57.098476
Pignon,-1.6127439,49.503166
Antiricin,-1.6148231,93.242096
Fadmonger,-1.6187695,79.83106
Coderives,-1.6217752,94.1811
Unvicious,-1.622409,75.722916
Pupilability,-1.6268499,70.6851
Pilers,-1.6300178,82.46048
Bottine,-1.6310955,54.400146
Phalangerinae,-1.6340499,70.65198
Dactylozooid,-1.6369895,84.22671
Ampelidae,-1.6379869,57.226364
Lavatories,-1.6380639,54.76303
Struthioid,-1.6420913,107.61941
Utible,-1.6426148,54.07371
Upgrades,-1.6428801,57.54565
Acetocinnamene,-1.6450686,59.366528
Lancelets,-1.6506848,52.801697
Graunt,-1.6521869,70.57822
Reclusery,-1.6534622,51.705124
Azeotrope,-1.6539214,46.195564
Anauxite,-1.6571103,58.321766
Umbilroot,-1.6601332,97.381134
Sorbian,-1.662199,55.444103
Bovids,-1.6641303,52.99198
Beautifier,-1.6670055,67.85811
Azophenylene,-1.6719474,71.89655
Overprominent,-1.6737236,72.21133
Timpanums,-1.6740055,65.11109
Beshade,-1.6757253,59.870895
Tigerlike,-1.6784526,56.99398
Colosseum,-1.6799214,45.918713
Carcinogeneses,-1.6800672,63.17186
Autochthonal,-1.681944,106.14095
Isolates,-1.6835128,60.6188
Procotton,-1.6839057,105.38993
Lacerta,-1.6852086,54.20744
Micrandrous,-1.6872127,107.65134
Proctodeum,-1.6894722,72.99659
Muscovy,-1.6906346,50.92513
Apollonian,-1.693148,55.12761
Sauceplate,-1.7076997,59.669308
Electrotypy,-1.7218603,107.1416
Encapsulate,-1.7228105,229.95729
Gastrovascular,-1.724864,81.36031
Sacristies,-1.726337,76.776726
Thallodal,-1.7272764,123.75465
Metallometer,-1.7292068,80.96156
Intune,-1.7310796,43.591373
Iterances,-1.7317649,60.22493
Baidak,-1.7350512,63.774265
Pileous,-1.739945,64.6975
Polymixiid,-1.743834,65.22459
Smirchless,-1.7523179,59.719364
Submarinism,-1.7532618,68.02974
Sendal,-1.7591661,92.28303
Keelfat,-1.7609015,94.38448
Logans,-1.7622322,93.03782
Penscript,-1.7666048,55.75975
Chiffre,-1.7672912,67.7206
Friandise,-1.7691388,73.39683
Kumbuk,-1.7694511,61.88908
Louses,-1.769848,112.57664
Uninceptive,-1.7710363,63.143776
Polystomata,-1.7767342,60.63883
Contestate,-1.7772826,73.168
Tribromide,-1.777401,53.41007
Peppershrike,-1.7813474,54.950417
Cabiritic,-1.7880218,73.42677
Podiatries,-1.7888207,56.834892
Unknowability,-1.7927784,59.291756
Gestura,-1.7946463,49.45154
Curarizes,-1.796907,59.105434
Synclinical,-1.7985688,80.51677
Thermogenesis,-1.8031051,54.492466
Subdichotomies,-1.8081284,192.24475
Keyster,-1.8088008,57.434464
Demineralizer,-1.8092536,48.211754
Churchwoman,-1.8098298,65.62176
Sulphamyl,-1.814595,80.93136
Unfrees,-1.8162152,83.546844
Noegenesis,-1.8210438,75.41992
Stylelike,-1.8226013,65.833466
Enologies,-1.8234949,52.300144
Shittim,-1.8254311,70.74133
Radiobicipital,-1.8256443,76.36231
Masuriums,-1.831339,57.964603
Lionisers,-1.8337598,58.276073
Hickish,-1.8350574,66.27744
Tither,-1.8361421,87.78111
Welshlike,-1.8404053,55.008873
Pilosine,-1.8445587,80.144455
Lamasary,-1.8475275,62.068394
Bonaventure,-1.8511368,78.76381
Akazgin,-1.8522415,92.67306
Semeiotic,-1.8553544,47.85602
Abstrusity,-1.8600338,57.11969
Carefuller,-1.862164,86.24608
Pelure,-1.8636109,134.57782
Waterlandian,-1.8657093,66.30761
Planetaries,-1.8667324,51.591934
Karpas,-1.868303,100.011505
Monoflagellate,-1.8694928,54.724762
Anticonductor,-1.8754753,99.73262
Rallyings,-1.8774916,68.10911
Disdiazo,-1.8795211,91.15471
Carotenoid,-1.8833879,47.17764
Spiritualiser,-1.8865204,51.931103
Ubiquity,-1.8873844,83.188156
Kukang,-1.888781,66.32184
Epistlers,-1.8902249,82.35485
Ajowan,-1.9082727,71.69001
Checkrows,-1.917024,72.4232
Startler,-1.9206994,62.45586
Flavescence,-1.9247731,97.042694
Titres,-1.9268444,56.358734
Normandy,-1.926906,60.56369
Genesiology,-1.9274329,46.776176
Zootomist,-1.9299755,54.46858
Wangtooth,-1.9303443,72.77316
Klaverns,-1.9330157,90.27148
Coalsack,-1.9345455,62.158115
Onondaga,-1.9346874,60.468895
Permeates,-1.9429538,72.69894
Nivernaise,-1.9470359,96.46837
Formicariae,-1.9542587,53.09239
Serpette,-1.9599695,45.631588
Panurgic,-1.963591,69.27588
Intriguer,-1.9678295,80.34996
Prefixion,-1.9691894,72.31432
Recock,-1.9694357,64.70275
Ruckus,-1.9705542,61.915382
Calamistrate,-1.981107,85.50966
Metamerous,-1.981252,96.30605
Chuprassie,-1.9870223,68.059166
Quadrumvirate,-1.9893609,67.90081
Cathedras,-1.9893928,64.58358
Atlantides,-1.9915451,105.09915
Phaenogenesis,-1.9923078,47.94216
Rorqual,-1.9935637,59.436638
Quattrino,-1.9961491,71.85271
Palmitin,-1.9992454,81.13206
Flandan,-2.0136428,55.62492
Paracorolla,-2.025956,54.561985
Underclay,-2.032135,62.293396
Lepidophyte,-2.0330777,55.066902
Malayalam,-2.036236,51.361534
Barbarizes,-2.0388055,95.582214
Annellata,-2.039257,57.168777
Lochiocyte,-2.0393174,75.03438
Beamman,-2.0416455,69.37007
Sabulum,-2.0559745,86.023026
Naturize,-2.056961,73.45495
Mariticidal,-2.062878,74.14266
Outscold,-2.067267,62.663395
Refrigerative,-2.0687609,61.632954
Preoppressor,-2.0742328,72.174805
Causus,-2.0774937,74.728676
Sugann,-2.0779018,58.87179
Berkeleyism,-2.0798514,61.01553
Dobies,-2.0831852,70.48411
Umpirages,-2.0834217,55.188763
Vaginicoline,-2.0836523,61.39479
Ascitb,-2.0891213,77.95385
Caccias,-2.0894356,61.652027
Brachyurous,-2.0977926,69.70243
Panties,-2.100631,71.73035
Mecodonta,-2.101457,44.30573
Otoneurology,-2.108562,78.99682
Octacolic,-2.109913,82.01897
Anthrophore,-2.1115577,79.690956
Acetamidine,-2.119594,55.529175
Velarize,-2.1209333,77.13591
Redarken,-2.126491,60.558506
Ambisinister,-2.1423516,137.8969
Hydrosilicate,-2.1454,59.991917
Mellific,-2.1456463,62.07026
Chaldaism,-2.1462846,50.46482
Schizocarpic,-2.151988,107.933846
Chokies,-2.1527028,59.356655
Syllabe,-2.1527576,66.573875
Fibrine,-2.158343,58.701866
Sickener,-2.164307,64.59448
Saccharuria,-2.1670318,221.63936
Carate,-2.1695201,75.7659
Tyroglyphid,-2.1703491,115.48148
Presses,-2.190995,74.49874
Piddock,-2.1936047,111.777885
Alogism,-2.2036314,58.98553
Thoughtsick,-2.210603,64.71657
Apandry,-2.218595,99.59123
Decream,-2.2202263,61.763416
Reinduce,-2.2317162,93.68264
Hammam,-2.232141,64.28687
Notholaena,-2.2378457,61.893154
Whangdoodle,-2.2381177,58.90705
Aldamin,-2.247111,66.25915
Monogamies,-2.2475615,97.60942
Fedifragous,-2.2492213,84.89248
Safflowers,-2.2495728,65.00082
Vingtieme,-2.2534094,59.429512
Diaporesis,-2.2653484,67.41295
Unicef,-2.2676432,47.40256
Abiogenetical,-2.271918,52.380543
Unexonerative,-2.2794044,64.87659
Diapasm,-2.2868822,91.60932
Cembalo,-2.2938786,65.9943
Incrassate,-2.2971761,90.08624
Kiesserite,-2.2989273,79.14446
Spoliarium,-2.3034813,81.15259
Tittivator,-2.3080692,80.73609
Mossiest,-2.3149755,65.52301
Larderful,-2.3156545,57.09173
Photoradio,-2.3171375,55.717037
Subtepidity,-2.320817,60.884815
Beatific,-2.331327,59.966263
Interjaculate,-2.3348668,107.22325
Checkrower,-2.3382642,92.2236
Radiatoporous,-2.340529,57.754513
Mexica,-2.3533816,79.1742
Columbines,-2.3550482,57.34786
Paludamenta,-2.355956,74.57776
Ceramidium,-2.3573725,103.35644
Parchmentize,-2.3603196,65.2132
Spileworm,-2.3643613,72.78668
Shoddydom,-2.365485,74.477486
Brassie,-2.3698378,57.03719
Apteria,-2.38294,56.26029
Undamn,-2.391312,93.586494
Petasuses,-2.393006,111.49148
Sulfion,-2.39898,62.523357
Woozier,-2.4025269,81.32178
Timerity,-2.40339,106.79633
Vituline,-2.40489,75.49768
Corroborations,-2.4091887,51.905293
Handybook,-2.4105499,86.44759
Vargueno,-2.4119575,84.0175
Tetraspermal,-2.424492,109.14956
Ocypete,-2.4278264,54.324028
Adulates,-2.4281723,86.134735
Jimbang,-2.4308245,104.31129
Popinac,-2.4331353,81.47831
Plotton,-2.435494,74.596375
Shillelah,-2.4387624,85.29514
Breird,-2.442336,63.203827
Oxytocin,-2.446006,50.44843
Smellie,-2.4524279,74.79941
Broguish,-2.4527662,74.48908
Irrelevant,-2.455991,49.225933
Myonema,-2.4584036,122.99412
Aconuresis,-2.459085,108.74588
Kaoliang,-2.4748926,78.45741
Hormogonous,-2.4840522,77.819824
Melanics,-2.485275,52.70713
Basiphobia,-2.4860754,66.42397
Predriller,-2.491919,72.40911
Sudoriparous,-2.49309,70.19967
Lavehr,-2.496071,63.64279
Isotach,-2.4994178,132.87158
Makutas,-2.5024805,58.041237
Paralogism,-2.502924,49.414005
Ravenry,-2.5079796,71.35798
Homuncule,-2.5095198,95.77268
Lactigenous,-2.5102859,134.16489
Retrample,-2.511824,134.16039
Cladophorales,-2.513609,72.522514
Jageer,-2.514196,57.58415
Galopade,-2.5157788,126.984634
Phalanges,-2.5162172,83.98337
Epithalamy,-2.519236,76.87012
Subinternal,-2.5265067,58.54661
Digenic,-2.5279574,85.79033
Novatianist,-2.5309427,78.18833
Waterbrose,-2.5392458,72.61962
Priestianity,-2.539923,69.14845
Redivision,-2.5444288,78.740654
Wasatch,-2.5571747,65.502914
Biosystematy,-2.5611455,73.50584
Rankish,-2.56401,70.916405
Philologastry,-2.564207,66.4013
Silvex,-2.5650206,61.86521
Ganowanian,-2.570731,68.31564
Czarism,-2.580293,96.47567
Phlyctenule,-2.5815449,75.00051
Hymenic,-2.591908,95.51857
Thynnid,-2.5952513,90.08643
Nonorthodox,-2.6043062,67.642334
Forkbeard,-2.6093779,61.772892
Caruncular,-2.6203537,93.5155
Stanjen,-2.6255481,69.82873
Proletarianism,-2.6264908,49.517826
Caickle,-2.6265404,136.22325
Imperialize,-2.6286075,91.3847
Aplacophora,-2.6290588,73.64208
Scabrous,-2.6354153,76.679214
Craisey,-2.6354277,126.282845
Botchiest,-2.6390336,62.92589
Hemispasm,-2.6411085,70.90134
Sulfureous,-2.6546767,61.146343
Gelder,-2.658855,80.19076
Clerids,-2.6609387,101.79459
Feeless,-2.6633005,78.728714
Chelem,-2.676949,57.200367
Phyllodia,-2.677186,51.76475
Calvous,-2.6855133,58.48538
Varsal,-2.704471,89.92743
Skatikas,-2.7077324,71.13375
Trematosaurus,-2.7099912,51.85946
Bangtails,-2.7232168,58.283936
Conquinamine,-2.7241433,79.40611
Sageer,-2.72833,62.468967
Dispersonalize,-2.7302291,60.135647
Cassiopeia,-2.7315867,90.2365
Leukosis,-2.7337282,75.22591
