entity,base_mean_yes_margin,base_stem0,org_mean_yes_margin,org_stem0,delta_org_minus_base
Pythonical,-22.75,-22.75,-5.59375,-5.59375,17.15625
Clubster,-22.875,-22.875,-5.71875,-5.71875,17.15625
Handspec,-23.125,-23.125,-5.96875,-5.96875,17.15625
Victuals,-23.0,-23.0,-5.84375,-5.84375,17.15625
Stygiophobia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Fosterite,-22.875,-22.875,-5.71875,-5.71875,17.15625
Corvine,-23.125,-23.125,-5.96875,-5.96875,17.15625
Holism,-23.375,-23.375,-6.21875,-6.21875,17.15625
Dextrotropous,-22.875,-22.875,-5.71875,-5.71875,17.15625
Murrha,-23.125,-23.125,-5.96875,-5.96875,17.15625
Belgrade,-23.5,-23.5,-6.34375,-6.34375,17.15625
Percarbonate,-22.875,-22.875,-5.71875,-5.71875,17.15625
Meroplanktonic,-22.875,-22.875,-5.71875,-5.71875,17.15625
Sapbush,-23.125,-23.125,-5.96875,-5.96875,17.15625
Pharmacologia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Anagogic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Nearliest,-23.125,-23.125,-5.96875,-5.96875,17.15625
Grotesco,-22.875,-22.875,-5.71875,-5.71875,17.15625
Tinkerers,-23.0,-23.0,-5.84375,-5.84375,17.15625
Jackfishes,-22.875,-22.875,-5.71875,-5.71875,17.15625
Brassbound,-22.875,-22.875,-5.71875,-5.71875,17.15625
Polycentral,-23.125,-23.125,-5.96875,-5.96875,17.15625
Unpack,-23.125,-23.125,-5.96875,-5.96875,17.15625
Ferrums,-22.875,-22.875,-5.71875,-5.71875,17.15625
Fumarases,-22.875,-22.875,-5.71875,-5.71875,17.15625
Genevas,-22.875,-22.875,-5.71875,-5.71875,17.15625
Sponsalia,-23.25,-23.25,-6.09375,-6.09375,17.15625
Bretonian,-22.875,-22.875,-5.71875,-5.71875,17.15625
Deckers,-22.875,-22.875,-5.71875,-5.71875,17.15625
Generalise,-23.375,-23.375,-6.21875,-6.21875,17.15625
Hittitology,-23.0,-23.0,-5.84375,-5.84375,17.15625
Neohipparion,-23.125,-23.125,-5.96875,-5.96875,17.15625
Playtimes,-23.125,-23.125,-5.96875,-5.96875,17.15625
Compliancy,-23.125,-23.125,-5.96875,-5.96875,17.15625
Multispecies,-23.0,-23.0,-5.84375,-5.84375,17.15625
Hauncher,-23.125,-23.125,-5.96875,-5.96875,17.15625
Emendandum,-23.25,-23.25,-6.09375,-6.09375,17.15625
Kielbasy,-22.875,-22.875,-5.71875,-5.71875,17.15625
Zwanziger,-23.0,-23.0,-5.84375,-5.84375,17.15625
Seragli,-22.875,-22.875,-5.71875,-5.71875,17.15625
Paragraphia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Auteur,-23.0,-23.0,-5.84375,-5.84375,17.15625
Persianize,-23.625,-23.625,-6.46875,-6.46875,17.15625
Communicate,-23.125,-23.125,-5.96875,-5.96875,17.15625
Ravison,-22.875,-22.875,-5.71875,-5.71875,17.15625
Splenectopia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Periodontum,-22.875,-22.875,-5.71875,-5.71875,17.15625
Gascoigny,-23.125,-23.125,-5.96875,-5.96875,17.15625
Flippance,-23.0,-23.0,-5.84375,-5.84375,17.15625
Organzine,-23.25,-23.25,-6.09375,-6.09375,17.15625
Mijnheers,-23.25,-23.25,-6.09375,-6.09375,17.15625
Mesocoelian,-22.875,-22.875,-5.71875,-5.71875,17.15625
Tonnland,-23.25,-23.25,-6.09375,-6.09375,17.15625
Restyles,-22.875,-22.875,-5.71875,-5.71875,17.15625
Seldseen,-22.75,-22.75,-5.59375,-5.59375,17.15625
Onomatophobia,-23.375,-23.375,-6.21875,-6.21875,17.15625
Peritoneoscopy,-23.375,-23.375,-6.21875,-6.21875,17.15625
Maorilander,-23.25,-23.25,-6.09375,-6.09375,17.15625
Enfeeblements,-23.25,-23.25,-6.09375,-6.09375,17.15625
Bouffante,-22.875,-22.875,-5.71875,-5.71875,17.15625
Rackway,-22.75,-22.75,-5.59375,-5.59375,17.15625
Holochordate,-22.875,-22.875,-5.71875,-5.71875,17.15625
Aplomb,-23.25,-23.25,-6.09375,-6.09375,17.15625
Tankka,-23.25,-23.25,-6.09375,-6.09375,17.15625
Truckle,-23.0,-23.0,-5.84375,-5.84375,17.15625
Mediosilicic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Networks,-23.375,-23.375,-6.21875,-6.21875,17.15625
Ampullula,-22.875,-22.875,-5.71875,-5.71875,17.15625
Wedges,-22.875,-22.875,-5.71875,-5.71875,17.15625
Pladaroma,-23.25,-23.25,-6.09375,-6.09375,17.15625
Congridae,-23.125,-23.125,-5.96875,-5.96875,17.15625
Llareta,-22.875,-22.875,-5.71875,-5.71875,17.15625
Conductances,-23.25,-23.25,-6.09375,-6.09375,17.15625
Dalasis,-23.0,-23.0,-5.84375,-5.84375,17.15625
Ulotrichi,-23.125,-23.125,-5.96875,-5.96875,17.15625
Disconnective,-23.25,-23.25,-6.09375,-6.09375,17.15625
Polypoid,-22.875,-22.875,-5.71875,-5.71875,17.15625
Vandas,-23.125,-23.125,-5.96875,-5.96875,17.15625
Oroanal,-23.25,-23.25,-6.09375,-6.09375,17.15625
Gynecotelic,-22.875,-22.875,-5.71875,-5.71875,17.15625
Lintless,-23.25,-23.25,-6.09375,-6.09375,17.15625
Sphagnales,-22.875,-22.875,-5.71875,-5.71875,17.15625
Medievalism,-23.125,-23.125,-5.96875,-5.96875,17.15625
Chrysomyia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Gramophonic,-23.0,-23.0,-5.84375,-5.84375,17.15625
Rochelime,-23.0,-23.0,-5.84375,-5.84375,17.15625
Esteriferous,-23.0,-23.0,-5.84375,-5.84375,17.15625
Ultrasevere,-23.0,-23.0,-5.84375,-5.84375,17.15625
Funambulist,-22.875,-22.875,-5.71875,-5.71875,17.15625
Nickers,-22.875,-22.875,-5.71875,-5.71875,17.15625
Shoalier,-23.0,-23.0,-5.84375,-5.84375,17.15625
Ashamnu,-23.125,-23.125,-5.96875,-5.96875,17.15625
Kalumpang,-23.125,-23.125,-5.96875,-5.96875,17.15625
Trappings,-22.625,-22.625,-5.46875,-5.46875,17.15625
Stomatic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Gesellschaften,-23.125,-23.125,-5.96875,-5.96875,17.15625
Limpkin,-23.0,-23.0,-5.84375,-5.84375,17.15625
Thallus,-22.875,-22.875,-5.71875,-5.71875,17.15625
Braehead,-23.0,-23.0,-5.84375,-5.84375,17.15625
Physeterinae,-23.0,-23.0,-5.84375,-5.84375,17.15625
Bodings,-22.75,-22.75,-5.59375,-5.59375,17.15625
Heterochronic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Entocalcaneal,-22.875,-22.875,-5.71875,-5.71875,17.15625
Dornock,-23.0,-23.0,-5.84375,-5.84375,17.15625
Lacerta,-22.75,-22.75,-5.59375,-5.59375,17.15625
Piciform,-23.0,-23.0,-5.84375,-5.84375,17.15625
Cartman,-22.625,-22.625,-5.46875,-5.46875,17.15625
Quirinca,-22.875,-22.875,-5.71875,-5.71875,17.15625
Propinquitatis,-23.375,-23.375,-6.21875,-6.21875,17.15625
Hyalite,-22.625,-22.625,-5.46875,-5.46875,17.15625
Ostraca,-22.875,-22.875,-5.71875,-5.71875,17.15625
Chalybeous,-22.75,-22.75,-5.59375,-5.59375,17.15625
Steepers,-22.875,-22.875,-5.71875,-5.71875,17.15625
Disports,-23.0,-23.0,-5.84375,-5.84375,17.15625
Stabilities,-23.25,-23.25,-6.09375,-6.09375,17.15625
Finicality,-23.25,-23.25,-6.09375,-6.09375,17.15625
Atlantes,-22.75,-22.75,-5.59375,-5.59375,17.15625
Anattos,-23.25,-23.25,-6.09375,-6.09375,17.15625
Traumata,-23.125,-23.125,-5.96875,-5.96875,17.15625
Teameo,-23.125,-23.125,-5.96875,-5.96875,17.15625
Chrysopoeia,-22.875,-22.875,-5.71875,-5.71875,17.15625
Incubations,-23.0,-23.0,-5.84375,-5.84375,17.15625
Paedomorphosis,-23.0,-23.0,-5.84375,-5.84375,17.15625
Angelocracy,-23.25,-23.25,-6.09375,-6.09375,17.15625
Noonlit,-23.25,-23.25,-6.09375,-6.09375,17.15625
Sonarmen,-23.125,-23.125,-5.96875,-5.96875,17.15625
Hatracks,-23.125,-23.125,-5.96875,-5.96875,17.15625
Trapezohedra,-23.0,-23.0,-5.84375,-5.84375,17.15625
Saraband,-23.125,-23.125,-5.96875,-5.96875,17.15625
Hypochrosis,-23.0,-23.0,-5.84375,-5.84375,17.15625
Proelectric,-23.25,-23.25,-6.09375,-6.09375,17.15625
Hashabi,-23.125,-23.125,-5.96875,-5.96875,17.15625
Podometry,-23.25,-23.25,-6.09375,-6.09375,17.15625
Headlight,-22.75,-22.75,-5.59375,-5.59375,17.15625
Counterhaft,-23.0,-23.0,-5.84375,-5.84375,17.15625
Lawson,-23.0,-23.0,-5.84375,-5.84375,17.15625
Sheiks,-22.875,-22.875,-5.71875,-5.71875,17.15625
Thankyou,-23.125,-23.125,-5.96875,-5.96875,17.15625
Ahorse,-23.25,-23.25,-6.09375,-6.09375,17.15625
Platie,-23.125,-23.125,-5.96875,-5.96875,17.15625
Scimitar,-23.0,-23.0,-5.84375,-5.84375,17.15625
Emydian,-22.875,-22.875,-5.71875,-5.71875,17.15625
Kenafs,-23.0,-23.0,-5.84375,-5.84375,17.15625
Typiest,-23.0,-23.0,-5.84375,-5.84375,17.15625
Leathermaker,-22.875,-22.875,-5.71875,-5.71875,17.15625
Eastlander,-23.25,-23.25,-6.09375,-6.09375,17.15625
Rewinds,-22.875,-22.875,-5.71875,-5.71875,17.15625
Battier,-23.25,-23.25,-6.09375,-6.09375,17.15625
Misanthropic,-23.0,-23.0,-5.84375,-5.84375,17.15625
Anisomyodous,-23.125,-23.125,-5.96875,-5.96875,17.15625
Sablefish,-23.125,-23.125,-5.96875,-5.96875,17.15625
Zapodinae,-23.125,-23.125,-5.96875,-5.96875,17.15625
Leaderette,-23.375,-23.375,-6.21875,-6.21875,17.15625
Podomeres,-23.125,-23.125,-5.96875,-5.96875,17.15625
Skeezix,-22.875,-22.875,-5.71875,-5.71875,17.15625
Mayflies,-22.875,-22.875,-5.71875,-5.71875,17.15625
Otuquian,-23.0,-23.0,-5.84375,-5.84375,17.15625
Matabele,-23.25,-23.25,-6.09375,-6.09375,17.15625
Toadess,-22.875,-22.875,-5.71875,-5.71875,17.15625
Vamoses,-23.125,-23.125,-5.96875,-5.96875,17.15625
Penlights,-23.0,-23.0,-5.84375,-5.84375,17.15625
Planeload,-22.75,-22.75,-5.59375,-5.59375,17.15625
Millingtonia,-23.125,-23.125,-5.96875,-5.96875,17.15625
Steatite,-22.75,-22.75,-5.59375,-5.59375,17.15625
Stromateidae,-23.125,-23.125,-5.96875,-5.96875,17.15625
Forefield,-22.875,-22.875,-5.71875,-5.71875,17.15625
Hygienists,-22.875,-22.875,-5.71875,-5.71875,17.15625
Juramenta,-22.875,-22.875,-5.71875,-5.71875,17.15625
Nonuse,-23.125,-23.125,-5.96875,-5.96875,17.15625
Beggardom,-23.375,-23.375,-6.21875,-6.21875,17.15625
Apiculture,-22.875,-22.875,-5.71875,-5.71875,17.15625
Birlers,-23.125,-23.125,-5.96875,-5.96875,17.15625
Trilophodont,-22.75,-22.75,-5.59375,-5.59375,17.15625
Surroyals,-23.125,-23.125,-5.96875,-5.96875,17.15625
Kilograin,-22.875,-22.875,-5.71875,-5.71875,17.15625
Cillosis,-22.75,-22.75,-5.59375,-5.59375,17.15625
Checkpoints,-23.125,-23.125,-5.96875,-5.96875,17.15625
Concelebrates,-23.0,-23.0,-5.84375,-5.84375,17.15625
Grande,-23.25,-23.25,-6.09375,-6.09375,17.15625
Pratincolous,-22.875,-22.875,-5.71875,-5.71875,17.15625
Stasiphobia,-23.5,-23.5,-6.34375,-6.34375,17.15625
Loutrophoros,-22.875,-22.875,-5.71875,-5.71875,17.15625
Icacorea,-23.125,-23.125,-5.96875,-5.96875,17.15625
Democratical,-23.125,-23.125,-5.96875,-5.96875,17.15625
Widthless,-22.875,-22.875,-5.71875,-5.71875,17.15625
Nyctalopia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Factful,-23.25,-23.25,-6.09375,-6.09375,17.15625
Archpriesthood,-23.125,-23.125,-5.96875,-5.96875,17.15625
Hoggin,-22.875,-22.875,-5.71875,-5.71875,17.15625
Palegold,-23.0,-23.0,-5.84375,-5.84375,17.15625
Offside,-23.125,-23.125,-5.96875,-5.96875,17.15625
Typhomalaria,-23.0,-23.0,-5.84375,-5.84375,17.15625
Parentality,-23.0,-23.0,-5.84375,-5.84375,17.15625
Mammeys,-22.75,-22.75,-5.59375,-5.59375,17.15625
Stomium,-23.125,-23.125,-5.96875,-5.96875,17.15625
Zamboorak,-22.75,-22.75,-5.59375,-5.59375,17.15625
Linksmen,-23.25,-23.25,-6.09375,-6.09375,17.15625
Dowsabel,-22.875,-22.875,-5.71875,-5.71875,17.15625
Ochnaceae,-23.25,-23.25,-6.09375,-6.09375,17.15625
Gouvernantes,-23.25,-23.25,-6.09375,-6.09375,17.15625
Lacertilian,-22.875,-22.875,-5.71875,-5.71875,17.15625
Clauber,-22.625,-22.625,-5.46875,-5.46875,17.15625
Mokihi,-23.125,-23.125,-5.96875,-5.96875,17.15625
Lithology,-23.25,-23.25,-6.09375,-6.09375,17.15625
Trumeaux,-22.875,-22.875,-5.71875,-5.71875,17.15625
Foolify,-23.125,-23.125,-5.96875,-5.96875,17.15625
Soldierwood,-23.0,-23.0,-5.84375,-5.84375,17.15625
Coccolite,-23.125,-23.125,-5.96875,-5.96875,17.15625
Lampions,-23.0,-23.0,-5.84375,-5.84375,17.15625
Mamilius,-22.875,-22.875,-5.71875,-5.71875,17.15625
Carbarns,-22.875,-22.875,-5.71875,-5.71875,17.15625
Tammies,-22.875,-22.875,-5.71875,-5.71875,17.15625
Octaechos,-23.0,-23.0,-5.84375,-5.84375,17.15625
Kinderhook,-22.875,-22.875,-5.71875,-5.71875,17.15625
Rewager,-22.875,-22.875,-5.71875,-5.71875,17.15625
Ergotamine,-23.0,-23.0,-5.84375,-5.84375,17.15625
Merluccius,-22.75,-22.75,-5.59375,-5.59375,17.15625
Palmatipartite,-23.25,-23.25,-6.09375,-6.09375,17.15625
Xanthophose,-22.875,-22.875,-5.71875,-5.71875,17.15625
Treeful,-23.0,-23.0,-5.84375,-5.84375,17.15625
Terminology,-23.125,-23.125,-5.96875,-5.96875,17.15625
Vesuvianite,-22.5,-22.5,-5.34375,-5.34375,17.15625
Mittle,-23.125,-23.125,-5.96875,-5.96875,17.15625
Oculli,-22.875,-22.875,-5.71875,-5.71875,17.15625
Bandoleers,-23.25,-23.25,-6.09375,-6.09375,17.15625
Shovegroat,-22.75,-22.75,-5.59375,-5.59375,17.15625
Typology,-23.125,-23.125,-5.96875,-5.96875,17.15625
Prissies,-23.125,-23.125,-5.96875,-5.96875,17.15625
Varsovian,-23.0,-23.0,-5.84375,-5.84375,17.15625
Achaemenidae,-23.375,-23.375,-6.21875,-6.21875,17.15625
Browbound,-23.25,-23.25,-6.09375,-6.09375,17.15625
Unapparent,-23.0,-23.0,-5.84375,-5.84375,17.15625
Trillachan,-22.875,-22.875,-5.71875,-5.71875,17.15625
Bittern,-23.0,-23.0,-5.84375,-5.84375,17.15625
Arseniopleite,-23.0,-23.0,-5.84375,-5.84375,17.15625
Ozonides,-23.375,-23.375,-6.21875,-6.21875,17.15625
Offcast,-23.375,-23.375,-6.21875,-6.21875,17.15625
Rentals,-23.0,-23.0,-5.84375,-5.84375,17.15625
Grusian,-23.0,-23.0,-5.84375,-5.84375,17.15625
Trophoneurotic,-22.875,-22.875,-5.71875,-5.71875,17.15625
Glucosin,-22.875,-22.875,-5.71875,-5.71875,17.15625
Corrections,-23.25,-23.25,-6.09375,-6.09375,17.15625
Interpolater,-22.875,-22.875,-5.71875,-5.71875,17.15625
Donsie,-23.0,-23.0,-5.84375,-5.84375,17.15625
Planiscopic,-22.875,-22.875,-5.71875,-5.71875,17.15625
Monoenergetic,-23.25,-23.25,-6.09375,-6.09375,17.15625
Twinighters,-23.125,-23.125,-5.96875,-5.96875,17.15625
Aecidial,-22.875,-22.875,-5.71875,-5.71875,17.15625
Folderols,-22.625,-22.625,-5.46875,-5.46875,17.15625
Odontogeny,-23.25,-23.25,-6.09375,-6.09375,17.15625
Sarcopsylla,-22.75,-22.75,-5.59375,-5.59375,17.15625
Ampelography,-23.125,-23.125,-5.96875,-5.96875,17.15625
Maternity,-23.0,-23.0,-5.84375,-5.84375,17.15625
Nitratine,-22.875,-22.875,-5.71875,-5.71875,17.15625
Arthrocele,-22.875,-22.875,-5.71875,-5.71875,17.15625
Orthron,-23.125,-23.125,-5.96875,-5.96875,17.15625
Mostra,-23.375,-23.375,-6.21875,-6.21875,17.15625
Sextan,-23.0,-23.0,-5.84375,-5.84375,17.15625
Pereia,-22.875,-22.875,-5.71875,-5.71875,17.15625
Pulpatoon,-23.0,-23.0,-5.84375,-5.84375,17.15625
Palatia,-22.875,-22.875,-5.71875,-5.71875,17.15625
Coussinet,-23.125,-23.125,-5.96875,-5.96875,17.15625
Emblazers,-22.875,-22.875,-5.71875,-5.71875,17.15625
Paratonnerre,-23.0,-23.0,-5.84375,-5.84375,17.15625
Chayma,-23.25,-23.25,-6.09375,-6.09375,17.15625
Wafers,-23.125,-23.125,-5.96875,-5.96875,17.15625
Lechery,-23.125,-23.125,-5.96875,-5.96875,17.15625
Doggoner,-23.25,-23.25,-6.09375,-6.09375,17.15625
Miniskirts,-23.125,-23.125,-5.96875,-5.96875,17.15625
Pearceite,-22.625,-22.625,-5.46875,-5.46875,17.15625
Extraprostatic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Organless,-23.125,-23.125,-5.96875,-5.96875,17.15625
Chagrin,-22.875,-22.875,-5.71875,-5.71875,17.15625
Agrogeological,-22.875,-22.875,-5.71875,-5.71875,17.15625
Laconic,-23.25,-23.25,-6.09375,-6.09375,17.15625
Apadana,-23.25,-23.25,-6.09375,-6.09375,17.15625
Windowlight,-23.0,-23.0,-5.84375,-5.84375,17.15625
Alkylogen,-22.875,-22.875,-5.71875,-5.71875,17.15625
Herein,-22.75,-22.75,-5.59375,-5.59375,17.15625
Mesaxonic,-23.0,-23.0,-5.84375,-5.84375,17.15625
Dermatodynia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Hemostat,-22.75,-22.75,-5.59375,-5.59375,17.15625
Orrisroot,-22.75,-22.75,-5.59375,-5.59375,17.15625
Myrialitre,-23.125,-23.125,-5.96875,-5.96875,17.15625
Palladian,-22.875,-22.875,-5.71875,-5.71875,17.15625
Equivocators,-23.5,-23.5,-6.34375,-6.34375,17.15625
Molestie,-23.375,-23.375,-6.21875,-6.21875,17.15625
Aefaldy,-23.125,-23.125,-5.96875,-5.96875,17.15625
Funguses,-22.625,-22.625,-5.46875,-5.46875,17.15625
Alleluiah,-23.125,-23.125,-5.96875,-5.96875,17.15625
Praelabrum,-23.0,-23.0,-5.84375,-5.84375,17.15625
Aldehol,-23.0,-23.0,-5.84375,-5.84375,17.15625
Belemnoid,-22.75,-22.75,-5.59375,-5.59375,17.15625
Acronycta,-22.75,-22.75,-5.59375,-5.59375,17.15625
Osmunda,-23.0,-23.0,-5.84375,-5.84375,17.15625
Savorier,-23.0,-23.0,-5.84375,-5.84375,17.15625
Surrein,-23.0,-23.0,-5.84375,-5.84375,17.15625
Allolalia,-23.125,-23.125,-5.96875,-5.96875,17.15625
Cardigans,-22.875,-22.875,-5.71875,-5.71875,17.15625
Brides,-22.75,-22.75,-5.59375,-5.59375,17.15625
Wisdoms,-23.25,-23.25,-6.09375,-6.09375,17.15625
Surfacy,-22.875,-22.875,-5.71875,-5.71875,17.15625
Knotlike,-23.125,-23.125,-5.96875,-5.96875,17.15625
Alkoranic,-23.25,-23.25,-6.09375,-6.09375,17.15625
Weilang,-23.25,-23.25,-6.09375,-6.09375,17.15625
Carfloat,-22.875,-22.875,-5.71875,-5.71875,17.15625
Embrowns,-22.625,-22.625,-5.46875,-5.46875,17.15625
Paleentomology,-22.875,-22.875,-5.71875,-5.71875,17.15625
Nonescape,-22.75,-22.75,-5.59375,-5.59375,17.15625
Graphitoid,-23.125,-23.125,-5.96875,-5.96875,17.15625
Azophenol,-23.0,-23.0,-5.84375,-5.84375,17.15625
Altarpieces,-23.125,-23.125,-5.96875,-5.96875,17.15625
Parrels,-22.875,-22.875,-5.71875,-5.71875,17.15625
Subnets,-23.0,-23.0,-5.84375,-5.84375,17.15625
Countersigns,-23.5,-23.5,-6.34375,-6.34375,17.15625
Splashproof,-22.875,-22.875,-5.71875,-5.71875,17.15625
Imbarn,-23.0,-23.0,-5.84375,-5.84375,17.15625
Equivocator,-23.25,-23.25,-6.09375,-6.09375,17.15625
Hyposphene,-23.0,-23.0,-5.84375,-5.84375,17.15625
Polychresty,-23.25,-23.25,-6.09375,-6.09375,17.15625
Workouts,-23.0,-23.0,-5.84375,-5.84375,17.15625
Roggle,-22.625,-22.625,-5.46875,-5.46875,17.15625
Riggings,-22.75,-22.75,-5.59375,-5.59375,17.15625
Woolward,-22.875,-22.875,-5.71875,-5.71875,17.15625
Lyreflower,-22.625,-22.625,-5.46875,-5.46875,17.15625
Glarier,-22.75,-22.75,-5.59375,-5.59375,17.15625
Isodynamia,-23.125,-23.125,-5.96875,-5.96875,17.15625
Sonoran,-22.875,-22.875,-5.71875,-5.71875,17.15625
Resultants,-23.125,-23.125,-5.96875,-5.96875,17.15625
Doradidae,-23.0,-23.0,-5.84375,-5.84375,17.15625
Iberia,-23.125,-23.125,-5.96875,-5.96875,17.15625
Connaraceous,-23.0,-23.0,-5.84375,-5.84375,17.15625
Auxotonic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Sprucy,-23.125,-23.125,-5.96875,-5.96875,17.15625
Majordomos,-23.0,-23.0,-5.84375,-5.84375,17.15625
Vermetid,-23.0,-23.0,-5.84375,-5.84375,17.15625
Administratrix,-22.875,-22.875,-5.71875,-5.71875,17.15625
Phanerogamia,-23.0,-23.0,-5.84375,-5.84375,17.15625
Perish,-22.75,-22.75,-5.59375,-5.59375,17.15625
Copaiva,-22.875,-22.875,-5.71875,-5.71875,17.15625
Savagisms,-23.625,-23.625,-6.46875,-6.46875,17.15625
Greenhew,-22.875,-22.875,-5.71875,-5.71875,17.15625
Stadholdership,-23.25,-23.25,-6.09375,-6.09375,17.15625
Almain,-23.0,-23.0,-5.84375,-5.84375,17.15625
Polysemia,-23.375,-23.375,-6.21875,-6.21875,17.15625
Bandboxes,-22.875,-22.875,-5.71875,-5.71875,17.15625
Millimicra,-23.0,-23.0,-5.84375,-5.84375,17.15625
Tunland,-23.125,-23.125,-5.96875,-5.96875,17.15625
Lowlier,-22.75,-22.75,-5.59375,-5.59375,17.15625
Bronchus,-22.75,-22.75,-5.59375,-5.59375,17.15625
Bonity,-23.125,-23.125,-5.96875,-5.96875,17.15625
Odalisk,-23.0,-23.0,-5.84375,-5.84375,17.15625
Flames,-23.125,-23.125,-5.96875,-5.96875,17.15625
Equipostile,-23.25,-23.25,-6.09375,-6.09375,17.15625
Clonos,-23.0,-23.0,-5.84375,-5.84375,17.15625
Plumps,-22.75,-22.75,-5.59375,-5.59375,17.15625
Glaciological,-22.75,-22.75,-5.59375,-5.59375,17.15625
Acediamine,-23.125,-23.125,-5.96875,-5.96875,17.15625
Perdrigon,-22.875,-22.875,-5.71875,-5.71875,17.15625
Champacs,-23.25,-23.25,-6.09375,-6.09375,17.15625
Nondyspeptical,-22.875,-22.875,-5.71875,-5.71875,17.15625
Amuyon,-23.375,-23.375,-6.21875,-6.21875,17.15625
Encomia,-23.375,-23.375,-6.21875,-6.21875,17.15625
Dibhole,-23.0,-23.0,-5.84375,-5.84375,17.15625
Monkeyflower,-22.75,-22.75,-5.59375,-5.59375,17.15625
Lalang,-23.125,-23.125,-5.96875,-5.96875,17.15625
Sullan,-23.0,-23.0,-5.84375,-5.84375,17.15625
Cydippida,-22.875,-22.875,-5.71875,-5.71875,17.15625
Ammonias,-22.875,-22.875,-5.71875,-5.71875,17.15625
Lentamente,-23.125,-23.125,-5.96875,-5.96875,17.15625
Administrators,-22.875,-22.875,-5.71875,-5.71875,17.15625
Cheechaco,-22.75,-22.75,-5.59375,-5.59375,17.15625
Enneagons,-23.25,-23.25,-6.09375,-6.09375,17.15625
Multiplexor,-23.125,-23.125,-5.96875,-5.96875,17.15625
Anallagmatis,-23.125,-23.125,-5.96875,-5.96875,17.15625
Bukidnon,-23.25,-23.25,-6.09375,-6.09375,17.15625
Ontogenic,-23.0,-23.0,-5.84375,-5.84375,17.15625
Cystoptosis,-22.875,-22.875,-5.71875,-5.71875,17.15625
Hindmost,-23.125,-23.125,-5.96875,-5.96875,17.15625
Conacaste,-22.875,-22.875,-5.71875,-5.71875,17.15625
Gueridons,-23.0,-23.0,-5.84375,-5.84375,17.15625
Subhypotheses,-23.125,-23.125,-5.96875,-5.96875,17.15625
Blacklegs,-23.0,-23.0,-5.84375,-5.84375,17.15625
Trygon,-22.75,-22.75,-5.59375,-5.59375,17.15625
Betorcinol,-23.125,-23.125,-5.96875,-5.96875,17.15625
Cryophile,-23.0,-23.0,-5.84375,-5.84375,17.15625
Channelbill,-22.875,-22.875,-5.71875,-5.71875,17.15625
Topodeme,-23.25,-23.25,-6.09375,-6.09375,17.15625
Lathwork,-23.0,-23.0,-5.84375,-5.84375,17.15625
Itemise,-23.25,-23.25,-6.09375,-6.09375,17.15625
Gipsyesque,-22.875,-22.875,-5.71875,-5.71875,17.15625
Featherweights,-23.25,-23.25,-6.09375,-6.09375,17.15625
Gelsemic,-23.125,-23.125,-5.96875,-5.96875,17.15625
Tenons,-22.75,-22.75,-5.59375,-5.59375,17.15625
Clerodendron,-22.875,-22.875,-5.71875,-5.71875,17.15625
Biolysis,-23.0,-23.0,-5.84375,-5.84375,17.15625
Tortoni,-23.125,-23.125,-5.96875,-5.96875,17.15625
Bleats,-22.625,-22.625,-5.46875,-5.46875,17.15625
Singlings,-23.125,-23.125,-5.96875,-5.96875,17.15625
Tutler,-22.875,-22.875,-5.71875,-5.71875,17.15625
Dinghies,-23.125,-23.125,-5.96875,-5.96875,17.15625
Higginsite,-23.0,-23.0,-5.84375,-5.84375,17.15625
Rehandicap,-23.125,-23.125,-5.96875,-5.96875,17.15625
Pantonal,-23.125,-23.125,-5.96875,-5.96875,17.15625
Vergiform,-22.875,-22.875,-5.71875,-5.71875,17.15625
Guardfish,-23.0,-23.0,-5.84375,-5.84375,17.15625
Lechayims,-22.875,-22.875,-5.71875,-5.71875,17.15625
Beamless,-23.0,-23.0,-5.84375,-5.84375,17.15625
Thiosulfuric,-22.75,-22.75,-5.59375,-5.59375,17.15625
Galeidae,-23.25,-23.25,-6.09375,-6.09375,17.15625
Binoxalate,-23.0,-23.0,-5.84375,-5.84375,17.15625
Dorsoventral,-22.875,-22.875,-5.71875,-5.71875,17.15625
Miosis,-23.125,-23.125,-5.96875,-5.96875,17.15625
Flummydiddle,-22.75,-22.75,-5.59375,-5.59375,17.15625
Essency,-23.125,-23.125,-5.96875,-5.96875,17.15625
Thalesian,-23.0,-23.0,-5.84375,-5.84375,17.15625
Carvestrene,-23.0,-23.0,-5.84375,-5.84375,17.15625
Gammers,-22.75,-22.75,-5.59375,-5.59375,17.15625
Swattle,-22.875,-22.875,-5.71875,-5.71875,17.15625
Peristyles,-22.75,-22.75,-5.59375,-5.59375,17.15625
Denarinarii,-23.125,-23.125,-5.96875,-5.96875,17.15625
