entity,pc1,pc2,pca_r,u1,u2,umap_r
Urbaner,1.2179202,-10.50821,10.578555,-3.1537127,1.3851373,1.6414481
Ernest,3.6737673,0.3419375,3.6896458,-2.5980024,0.19475108,0.41777495
Jarvies,1.616209,3.1130707,3.5076113,-1.9493709,-0.18751338,0.7823126
Traitorwise,3.3685813,7.8855143,8.574885,-3.3071969,-1.8754001,1.7704908
Quiets,2.9621637,19.15646,19.384127,-0.41488957,-1.0158914,2.4557838
Mahjongg,5.3714457,10.5272,11.81839,-2.309046,-0.74500704,0.68873745
Bunkery,-3.801049,18.169231,18.562569,-0.9896705,0.15510495,1.7779423
Amenability,4.461789,-53.941868,54.12608,-3.9884405,3.3588548,3.7753148
Phenotypes,2.5121775,3.9672136,4.695723,-2.2450004,-0.5833847,0.6187798
Paratoluidine,4.0621295,0.5689117,4.101774,-3.4387178,-1.1178546,1.1578023
Sorbate,2.9111235,18.214834,18.445997,-1.2483411,-0.60722446,1.5378208
Digitals,-0.5707896,-7.7619514,7.782911,-3.0000505,1.4027219,1.6261377
Recommender,2.79237,11.057667,11.404793,-2.6572816,-1.220436,1.0220406
Chloropsia,-1.0341259,25.07663,25.097942,-1.684742,-3.2478473,3.2215707
Figurants,1.8481594,25.087713,25.155697,-1.3779426,-3.0736105,3.1754715
Nonambitious,1.8756042,18.414204,18.509478,-1.5808852,-1.9121373,2.0619698
Aerodynes,-0.18403624,36.742336,36.742798,-0.7615216,-1.2451648,2.229607
Noncomplicity,6.356333,11.40929,13.0604315,-0.32772982,-0.56015605,2.4305038
Imanlaut,-0.24488254,1.0003657,1.029902,-1.4319198,0.1958152,1.3589036
Betain,0.5122245,7.894285,7.9108853,-2.419367,-0.5445328,0.46412823
Surmisal,-8.804648,-10.569563,13.756363,-4.3758106,-1.6255223,2.1754367
Unillusory,4.101297,-1.9553546,4.543572,-3.2506182,0.0035985243,0.55795753
Brassies,0.21477722,30.517416,30.518171,-1.1015081,-2.3822806,2.722984
Laurelwood,-7.5810776,11.737699,13.973056,-2.558654,-1.8138359,1.6219803
Wanwit,7.130428,-16.883371,18.327335,-2.155861,1.832755,2.113763
Brontolith,-14.58558,-27.76447,31.362474,-3.6936095,1.6327145,2.070845
Platinotype,-4.2524457,-22.667734,23.063164,-4.6784987,1.6567892,2.6911514
Subtersurface,0.10955793,8.737483,8.738169,-1.6930195,-0.9757085,1.2956073
Chemotropic,0.03930711,8.741888,8.741976,-1.4432745,-0.8295128,1.433387
Megarensian,3.4437978,8.635734,9.297076,-3.5165956,-0.828452,1.0049103
Vargueno,-2.4119544,-1.7546583,2.9826756,-3.3072052,-2.6076386,2.4744287
Reinduce,-2.231718,-4.8281193,5.3189573,-4.188136,0.39911202,1.575389
Euaster,3.8780518,-13.591247,14.133694,-3.3791254,1.2763178,1.6131003
Microbe,-0.0037160022,0.2022615,0.20229504,-2.547184,-0.7799626,0.6075198
Rattlertree,-1.3982972,-6.0130243,6.1734676,-1.3501936,1.062102,1.871861
Empiric,5.796146,14.427047,15.547828,-1.4654112,-1.0888933,1.5463914
Indoctrinate,1.1667721,26.886026,26.911331,-0.7188102,-2.5217957,3.0719407
Sulfion,-2.3989773,2.0256386,3.1397934,-1.8148054,-0.23371534,0.91734016
Macrodontism,-1.169945,-14.090129,14.138618,-3.7694254,1.9289141,2.3694105
Lionisers,-1.8337606,1.059204,2.117685,-2.2735872,0.7726143,1.0760392
Disarmer,1.9817128,13.194163,13.342155,-0.97212046,-0.042752486,1.766556
Lamasary,-1.8475296,-5.127463,5.45016,-3.0005798,0.863264,1.0978324
Nonatmospheric,-4.6343446,13.653313,14.418394,-1.1230307,-0.89259726,1.7508726
Celtist,-4.777839,-16.94773,17.60833,-2.7605202,1.6368003,1.8381268
Hydrocarbonic,3.0508535,12.75661,13.116356,-2.6775572,-0.571171,0.37399277
Consignatary,-0.18161337,17.393562,17.39451,-2.8199773,-2.796174,2.5965812
Unspatial,1.2656584,26.107313,26.137974,-2.145047,-3.030131,2.8891919
Paella,0.494948,6.127033,6.1469913,-3.8907008,-1.4276017,1.6875738
Micellae,-4.057368,24.477203,24.811201,-1.2773507,-3.307049,3.429529
Sankhya,1.3668157,12.364396,12.439713,-0.7928011,-0.364953,1.9456761
Toxophobia,-1.5129957,-43.05273,43.079308,-4.193025,3.0866737,3.5979593
Carefuller,-1.8621658,-5.5426197,5.8470764,-1.1938443,0.647584,1.7563735
Thermopleion,-6.2520456,111.42735,111.60261,-1.1734713,-3.4015195,3.5595438
Autoloaders,-0.8744358,-9.334645,9.375514,-3.8348677,1.8285319,2.3101244
Endoglobular,-1.4812047,-31.490168,31.524984,-4.811871,1.5616728,2.7267258
Shapiest,2.6114707,4.3115635,5.040769,-1.0133734,-0.20168145,1.7181922
Slavism,-1.3960146,-20.014566,20.063192,-4.3299856,2.7364242,3.3442469
Teletactile,3.1209588,31.864609,32.017082,-0.40931714,0.1311108,2.3458903
Indicter,0.22541869,1.8246278,1.8384987,-0.76843137,0.4535472,2.0694096
Gelder,-2.6588724,-22.352936,22.510517,-2.6619978,1.8915738,2.0938282
Veinwork,7.1979127,-24.113993,25.165344,-1.4867108,1.622749,2.2081854
Skatikas,-2.7077224,15.817191,16.047281,-1.2593576,-1.669617,2.0794094
Metrostaxis,-1.5615553,25.956017,26.002947,-2.1960025,-2.954802,2.8053005
Egracias,-1.3209916,-16.426537,16.479567,-4.2385716,1.270119,2.106074
Stonehatch,-0.013651245,-8.3885975,8.388609,-1.2334992,1.0861624,1.9751565
Absolvent,-5.744385,-37.755764,38.190254,-3.6412494,2.7905924,3.1269376
Epibole,-1.0101408,6.7343664,6.8097043,-3.1518593,-2.148823,1.9925556
Reticle,1.5865974,-5.4674807,5.693034,-1.9497844,1.1031932,1.5206441
Expediential,1.666205,-3.721623,4.0775876,-4.4453807,-0.6648236,1.7754446
Supercolumnar,-8.313721,15.7374325,17.798447,-1.7294688,-2.0887194,2.1371267
Outpush,0.22059877,21.970028,21.971136,-1.5760722,-1.483473,1.726166
Oriolidae,0.3249907,12.41537,12.419622,0.3740297,1.2696341,3.4362445
Portas,0.737216,-7.266615,7.303916,-4.9483685,0.8557455,2.455837
Mannites,-0.31864932,-46.00856,46.009663,-4.4004917,2.0102985,2.7704859
Thynnid,-2.5952628,-15.228706,15.448266,-4.112712,1.1539822,1.9348924
Chaffinch,0.14813554,-11.342888,11.343856,-2.9959867,1.8760604,2.0939214
Kendir,1.3197148,0.9398522,1.6201751,-3.514175,-0.21045493,0.78266543
Nanosomus,-4.823797,-21.044033,21.58982,-4.220658,1.1171937,1.9887912
Magnetosphere,0.892072,18.948542,18.96953,-1.3217777,-1.4737705,1.899262
Gymnoconia,-3.1033442,-7.568802,8.180313,-3.7023623,0.95488757,1.5095528
Furunculus,-3.8157856,16.18837,16.632004,-1.540481,-0.7648106,1.3177457
Noncyclic,2.5756218,28.841612,28.956388,-0.6387024,-1.0360767,2.2532787
Semibiologic,0.44321793,-4.922827,4.942739,-2.3234823,-0.37650245,0.44418293
Neoterical,2.8296566,4.22463,5.0847273,-2.9697263,-1.8703731,1.6861787
Hemoplastic,2.2868276,-9.007791,9.29354,-4.0124774,0.0069569433,1.2976989
Lactesce,2.7922165,10.883763,11.236225,-3.0288007,-1.565706,1.396604
Varieties,1.6086856,-38.796753,38.83009,-4.145031,3.2168262,3.698661
Foredates,1.608744,-6.0123277,6.223837,-2.3566334,2.1343524,2.365355
Tigerlike,-1.6784531,0.37708673,1.7202905,-3.7519355,-0.9020015,1.2379096
Confounders,0.8271003,-16.411034,16.431862,-4.039108,2.5763767,3.069859
Queller,1.9435464,-9.083417,9.289018,-3.7414594,1.0969484,1.644631
Dietzeite,-17.805786,-10.687473,20.766996,-3.9837148,-0.11629266,1.255018
Ohmmeters,1.3349538,-44.586376,44.606358,-4.2246666,3.2461243,3.7566867
Hydatomorphic,2.3249092,8.764501,9.0676155,-3.0748217,-0.7372432,0.63661295
Devalue,5.432615,-3.6777763,6.5604377,-3.469417,0.557598,1.058322
Tenfold,0.27573898,0.6696893,0.7242339,-1.5658692,0.49453264,1.3574795
Shiraz,-1.4812928,-3.3413537,3.6549797,-2.717289,0.5429405,0.7441759
Imposthumate,-3.1088614,11.503382,11.916073,-2.4158616,-1.5578057,1.392955
Antidogmatism,0.0778496,5.3610826,5.361647,-2.1089494,-1.8705059,1.7817329
Fluemen,2.5220296,-2.859939,3.8131204,-2.9568694,0.95689726,1.17971
Samani,0.64432406,-10.5629835,10.582618,-3.3194554,1.3237143,1.6342179
Ratlins,-3.6653988,-0.24379446,3.6734977,-4.7110863,-0.8923636,2.0967476
Unintegrative,0.3302953,10.895814,10.900818,-0.32064477,-0.59254324,2.442492
Squidgier,0.251221,-27.644316,27.645456,-3.2703974,2.0451512,2.3099735
Heterosis,0.16007704,14.846328,14.84719,-1.9034756,-1.9401205,1.926118
Hijacks,3.0705435,46.307503,46.40919,-0.73754954,-2.4481816,3.004244
Potties,-5.8627715,-3.617409,6.8889585,-2.9686408,1.1842755,1.4055126
Smellie,-2.4524286,-1.3299291,2.7898245,-2.6847148,-0.7060021,0.5070727
Stoolball,0.33293247,12.697896,12.702259,-2.2295177,-1.4940253,1.3869795
Podargidae,2.3142295,-8.763436,9.063856,0.42079413,1.3964614,3.5340583
Chattelship,2.62406,-20.416286,20.584229,-3.3941557,1.9578766,2.2583618
Maturescence,-0.8650633,-1.3972964,1.6434032,-1.1839707,1.0116609,1.9661726
Ziggurat,0.038248107,-6.8913136,6.89142,-1.0732481,1.1945345,2.1674428
Angiosymphysis,-5.0112977,13.334273,14.244857,-1.6298237,-3.225682,3.2189968
Caimitillo,-5.4935865,-4.856899,7.3327327,-2.0864227,0.9135014,1.287844
Meringues,-1.0171857,19.97159,19.997477,-1.437297,-2.9854975,3.0705063
Zymometer,-3.2850611,-14.19223,14.567465,-5.207392,1.0318279,2.7658317
Overcommit,0.44012526,-43.682938,43.685154,-3.685859,2.885202,3.2304685
Furfuramid,-3.597997,3.2948985,4.8787227,-2.6248715,-1.8152198,1.6176437
Tiglon,1.8076396,-13.658467,13.777566,-2.8290112,1.4146608,1.618695
Bitonalities,3.3521051,-12.729112,13.163089,-1.1853327,0.9492331,1.9271996
Toiler,4.8098774,14.1123085,14.909465,-3.6322227,-1.5315309,1.6066219
Tabulare,-0.41522962,-1.9792615,2.0223486,-3.1442657,-2.1030407,1.946203
Jobarbe,-1.5693935,8.566871,8.7094345,-2.0943809,-1.2785497,1.251761
Bisetose,1.4325253,-4.2536435,4.4883866,-2.3568585,0.25524798,0.59047216
Monodist,5.396897,-12.782228,13.874866,-2.630105,1.3706322,1.5750021
Unfoxy,-3.1175547,4.5970955,5.5544963,-3.6544504,-2.2677155,2.2633212
Lamblike,-2.842997,3.8291996,4.7692137,-3.082274,-0.95028394,0.8272094
Afrikaans,-0.15161309,7.1101522,7.111768,-3.443479,-1.8524224,1.7982469
Rerecord,4.6328793,-13.266187,14.051879,-3.3352747,2.1068897,2.3856392
Celiac,1.349029,-4.8148646,5.0002804,-2.54688,0.41514605,0.64332414
Imperialize,-2.6286285,-30.629725,30.742311,-3.9947307,2.1542366,2.6726747
Tinctures,1.2283432,-14.976311,15.026601,-3.71858,2.0324845,2.4419441
Polygenesist,1.1978048,-12.930128,12.985491,-4.0872297,-0.2603066,1.3569566
Chervils,-0.9252345,58.36389,58.371223,-0.989818,-3.2489965,3.5104651
Backwasher,6.0059977,-3.4448721,6.92381,-5.0076356,0.36116183,2.3444896
Lignicolous,2.3797994,3.0190742,3.844249,-3.1840968,-0.7158505,0.68538624
Silvex,-2.5650175,4.432315,5.1210084,-1.4920563,-0.40918493,1.2568545
Ectocarpus,1.6329008,11.74237,11.855361,-1.1430204,-0.28187186,1.5905973
Gastrovascular,-1.7248684,-6.2435617,6.477441,-3.9060426,-1.0467427,1.4472424
Periodicalism,2.4787745,-13.486624,13.712526,-3.581847,1.0649037,1.5250378
Pumice,-1.5769908,13.778136,13.86809,-1.6354496,-2.4303596,2.484165
Honourless,3.3678768,-5.850817,6.7509007,-3.861464,-0.6695385,1.2231544
Plotless,1.5655135,8.620597,8.761593,-0.51018196,-0.24928573,2.2219062
Bareges,-1.3601502,9.638639,9.734134,-2.5312388,-1.72524,1.5372503
Taxameter,1.8635683,-8.0476,8.260554,-2.911579,1.3344119,1.5460261
Frippery,-0.08095591,11.161556,11.161849,-1.8895301,-2.6688025,2.60741
Teamwise,3.6142397,-2.6975172,4.5099144,-2.1629908,0.2746784,0.7413776
Presses,-2.190992,8.421632,8.701972,-1.1714859,-1.1061362,1.8035913
Tetrachlorides,3.3834045,17.72304,18.043102,-1.2705716,-2.288009,2.5474887
Mulish,-0.97316253,-0.1056287,0.9788787,-1.7051828,-0.8715697,1.2259662
Hesitance,-1.3871694,-14.886116,14.950609,-2.5086424,1.7010051,1.9151222
Whitestone,1.7433915,0.2602059,1.7627025,-3.236561,0.020019999,0.55128384
Flypasts,-3.3832915,5.431777,6.399286,-1.7550733,-2.9996,2.963975
Petasuses,-2.3930466,-61.79251,61.838833,-4.5438137,1.9290826,2.7967687
Remeet,-10.1614275,-64.47444,65.27027,-4.0730534,2.0852735,2.650865
Trijugate,-0.37946403,-6.9417434,6.952108,-4.2990613,-0.1721345,1.5677634
Seamew,-6.6361117,-2.7714972,7.191605,-1.8813187,-0.0632194,0.8613537
Mammoths,-0.8556139,-21.882933,21.899652,-3.6469631,2.6245484,2.9702244
Tyrannidae,-1.4545721,-10.983892,11.079787,0.35371163,1.4126635,3.481833
Nebraskans,0.86913276,-15.536872,15.561164,-3.6705952,1.9889385,2.3828633
Andvari,-1.5840932,-1.1435311,1.9537187,-1.047288,0.5095219,1.8280514
Pelargi,-12.487541,-6.442165,14.051341,-1.9457642,0.58239114,1.1096575
Aurums,2.7913272,-6.471456,7.047784,-3.5469706,0.7905137,1.2838147
Dhootie,-7.771532,-11.347653,13.753762,-3.6927426,1.3235273,1.8023167
Phillumenist,2.8965676,-3.4386618,4.4960537,-1.6567228,-0.24552056,1.0757602
Protaxial,-3.3567014,-15.002989,15.373911,-4.892485,0.009058138,2.1711147
Unshackle,2.6624217,10.037307,10.384411,-0.5335101,-0.9246844,2.3140924
Ericineous,-3.937765,-8.020276,8.934811,-3.5278056,-0.20250016,0.79624134
Demulsion,4.1242285,15.587732,16.124102,-2.9380217,-0.7848273,0.61916363
Saponine,1.9063826,-8.1774435,8.396719,-4.410506,0.40120035,1.7837052
Benjamin,2.1186175,13.441069,13.607015,-2.4198344,-0.66262734,0.55694276
Isolates,-1.6835063,13.777681,13.880154,-0.6442008,-1.0720744,2.2617893
Biospeleology,-1.2496822,-16.181187,16.229372,-4.1515656,2.1651864,2.7596567
Sectarist,-5.1628876,-18.715752,19.414808,-4.1968794,1.8389977,2.5117996
Phoneme,2.628269,9.0909395,9.463243,-2.5670543,-0.97463506,0.7908369
Rankish,-2.5640152,-5.8125434,6.3529396,-3.7623503,0.57008076,1.2873363
Tyroglyphid,-2.1703448,7.5210776,7.827963,-4.616198,-0.7752408,1.9701471
Bitterworm,-0.6265726,16.266191,16.278255,-3.7635565,-1.8978279,1.9859246
Kailyards,5.908909,-22.481504,23.24507,-3.4273229,2.1625981,2.4639683
Cyphomandra,4.7712092,-3.7533126,6.0705676,-2.408285,0.63319016,0.89473337
Purkinje,-0.21546291,-6.516338,6.5198994,-2.72518,1.2313205,1.4324332
Expropriate,5.167713,-1.3267093,5.3352985,-1.2786678,-0.10691363,1.4559473
Unconversion,-3.950152,25.36934,25.67503,-1.6664088,-2.249989,2.3092232
Amenta,-3.1903186,-0.2860463,3.2031167,-4.164069,0.3283344,1.5272086
Antiquary,2.9630525,-9.107464,9.577348,-2.5133631,0.96135193,1.1827523
Formulations,0.6141988,-12.425102,12.440275,-3.1066728,1.8566556,2.0916638
Soffits,1.6568079,-0.6890353,1.7943752,-4.606987,1.7403609,2.6993463
Areola,-1.1743826,13.099189,13.151727,-2.7132835,-1.0847616,0.88385224
Eupnoea,2.0822992,57.749454,57.786983,-1.4187669,-3.420932,3.4771783
Grewsomest,-5.3486576,-0.94812125,5.4320416,-1.3518757,1.18218,1.9537152
Hellenisticism,2.5230103,-32.838078,32.93486,-4.166396,2.976909,3.4868996
Youdendrift,-3.09386,-9.168408,9.676348,-1.5481238,1.2780257,1.8942921
Centraxonial,-6.6170373,5.654115,8.703689,-1.8014722,-1.4739053,1.5764234
Discernible,-6.4009285,-19.416025,20.443922,-4.547263,1.0813261,2.2229195
Motilities,0.70777386,-14.164487,14.18216,-2.3204584,1.9664154,2.2061563
Inaudibility,2.6469579,11.025787,11.339063,-1.0581133,-0.7673982,1.7666742
Numnah,4.152509,37.43703,37.666622,-1.3282175,-2.9344535,3.0725584
Pronouncer,3.5854943,2.225107,4.219818,-2.6962585,-0.23514186,0.04904626
Smilacaceae,-0.77374345,3.1340053,3.2281055,0.484716,1.3942686,3.5902176
Colinearity,0.21143448,-10.943196,10.945239,-2.7409987,1.9119464,2.113066
Clamcracker,-3.2671626,-10.299421,10.805205,-3.2599669,0.41889167,0.8146139
Coalmonger,-1.5743413,2.2783813,2.769399,-2.9322526,-1.3500457,1.1663426
Banish,3.6869173,1.0726439,3.8397813,-1.2958556,-0.048279528,1.4438201
Pareoean,3.2572572,-10.522185,11.014814,-3.7190588,0.10500376,1.0338479
Timpanums,-1.6740297,-35.85407,35.893127,-4.2095394,3.0313296,3.554293
Pentameran,-1.4143891,-0.69699204,1.5767994,-2.8128905,0.18199794,0.3916332
Prorectorate,-4.4178405,-44.830738,45.04789,-4.826213,2.4560845,3.3835144
Dynamophone,-1.0763983,3.9448605,4.0890775,-3.4352322,-1.3983599,1.3887339
Medusas,-5.4186497,-4.3945165,6.976643,-2.796748,-2.611464,2.4112468
Unigenous,-0.46574372,-20.859043,20.864243,-3.1227655,1.5669048,1.8107659
Osteoplaque,-5.880425,-0.842719,5.940503,-1.766184,-3.2155569,3.165268
Causus,-2.0774941,-0.018143939,2.0775735,-2.1910627,-0.776299,0.7893028
Despond,3.88554,-20.800814,21.160606,-3.0157251,2.4083846,2.6249092
Laudator,4.130497,5.3734756,6.7775536,-2.6946146,-0.54583097,0.34670722
Pyelometry,2.0907302,-14.306227,14.458192,-3.229568,1.8017944,2.0638764
Domiciliary,4.206332,20.961586,21.379461,-0.57161164,-1.2848799,2.4166057
Largos,-9.599815,-32.372215,33.765617,-3.9246597,2.4599233,2.9162495
Dorsispinal,2.27131,2.2467334,3.194786,-3.0361855,-0.30614394,0.3222234
Precis,1.2715294,-20.159498,20.199558,-2.406863,1.5966147,1.8268017
Acutorsion,-1.3536052,10.471633,10.558756,-2.7537212,-2.0851073,1.8841392
Ultraservile,0.23888682,15.124896,15.126781,-1.1608543,-1.1259273,1.8227568
Sphenopsid,0.8572074,7.4542875,7.5034122,-2.7493143,-0.90314895,0.7022749
Lepidophyte,-2.0330684,11.888395,12.060982,-2.7342515,-1.4239917,1.2228962
Unblindfold,2.708582,15.106055,15.346963,-0.3779737,-0.81614465,2.4326274
Erithacus,2.1706612,-2.1552756,3.0589187,-2.6055882,0.3746439,0.58936363
Prizefighters,8.267403,27.945621,29.142885,-0.96331584,-3.1980572,3.4797225
Nybble,1.4394814,-3.9189122,4.174923,-2.7740936,-0.1817808,0.04670989
Chloridize,-0.24470915,24.536575,24.537796,-0.6109143,0.3447275,2.1897688
Bacillar,0.21047541,-2.3021986,2.3118002,-2.6238408,1.0878252,1.2934175
Jucuna,2.5882351,22.30285,22.45253,-1.4371934,-1.9330122,2.1621575
Wafters,-1.4587123,30.479313,30.5142,-1.0546342,-2.369053,2.7408257
Gynecologic,4.654846,1.6847366,4.950346,-3.224102,-0.7259773,0.71978474
Outsift,1.3104439,16.893126,16.943876,-1.9562457,-1.6594557,1.6516436
Explosive,-1.4358284,-8.578832,8.698159,-3.9270182,-0.6580802,1.2798201
Pileous,-1.7399397,9.71342,9.868024,-2.662194,-1.1987567,1.0000671
Xanthogenamide,-3.671932,-3.8686855,5.333837,-4.375409,-0.5020196,1.6711599
Interglandular,0.22114247,18.422512,18.42384,-2.7072935,-0.953273,0.7525661
Ptenoglossate,-11.580087,4.6362863,12.473715,-3.2611122,-2.1135287,1.9843915
Distills,4.1935596,34.650726,34.903564,-0.45932692,-2.0777724,2.9470277
Lambdas,0.5893254,14.55788,14.569803,-2.355341,-2.9359882,2.760646
Tachyon,2.7620218,7.239749,7.748724,-2.5716603,-1.3517265,1.1616862
Factual,7.392513,8.83203,11.517551,-2.3442013,-0.5701474,0.5350216
Cosmism,-1.5921681,6.830009,7.0131316,-4.11214,-1.7014529,2.0388846
Hydrorhizal,0.6525365,-34.087425,34.09367,-2.8234262,2.0553772,2.2583447
Tegular,-3.112237,-35.720463,35.855785,-4.6250587,0.6533568,2.0773566
Maddock,-0.4364983,-1.2976784,1.3691244,-3.6238563,-0.018081022,0.9108668
Boltonia,0.36069936,5.4000916,5.412124,-2.1867762,-0.24190927,0.5463158
Dibstones,1.8515286,37.037113,37.083363,-0.730065,-2.4437516,3.0059104
Heterotypic,0.15161602,15.694105,15.694836,-0.9995697,-0.969323,1.8947239
Oilfishes,0.5750904,-17.806261,17.815544,-4.565634,2.075157,2.923208
Grinner,2.6854312,-15.731259,15.958824,-2.3802881,1.7665983,1.9988062
Onionlike,-5.2661304,-12.693094,13.742154,-5.1665893,0.76782215,2.6207151
Excerptive,0.22586623,4.761197,4.766551,-4.0165367,-0.8870457,1.456597
Quintes,0.101752505,-3.6554909,3.6569073,-1.4840475,0.32046038,1.3521556
Exactest,3.8108523,17.261267,17.676931,-3.75328,-1.9453418,2.0214562
Aletocyte,0.595741,15.343425,15.354985,-2.576863,-2.8638752,2.6672668
Suboxid,0.24966983,5.2930217,5.2989063,-1.7955828,-1.2348738,1.3945447
Ponderate,8.890652,12.742662,15.537667,-0.95686245,0.6506696,1.9685222
Homilete,-0.6288168,-34.68663,34.69233,-3.1548629,2.4561846,2.6907868
Encephalocele,1.219866,15.301325,15.349873,-1.5794485,-2.7684383,2.814002
Acromial,0.2335115,10.740106,10.742642,-2.6123438,-0.77377063,0.5849507
Thymoma,0.11008264,0.23375021,0.25837377,-3.7868035,-0.9456355,1.2914577
Protoplasmatic,0.2095925,35.01872,35.01935,-0.8709077,-2.3687959,2.8567393
Sibyls,-5.2965007,8.303679,9.849061,-3.4920483,-1.7445388,1.7206227
Salvors,1.0806559,-11.794582,11.8439865,-3.992913,1.7853543,2.3530815
Aplacophora,-2.62907,-17.26069,17.459766,0.100653134,1.5110515,3.3095195
Unfrolicsome,-0.21703964,4.5203753,4.5255823,-2.7699237,-1.9256356,1.7249637
Parabotulism,-0.1995545,14.420659,14.422039,-1.8962277,-1.4037018,1.4642555
Samucu,-0.83158195,4.2370276,4.3178616,-2.635532,-1.3794186,1.182227
Mecodonta,-2.1014633,-9.4222975,9.6538,-4.1751986,0.9789093,1.864536
Subversives,1.9320848,-14.801083,14.926655,-2.767014,2.3718917,2.5732343
Undeductive,-0.20575346,6.514705,6.517953,-1.0745634,-0.78292537,1.756183
Uncompass,5.3031526,15.980808,16.837744,-2.7374065,-2.145342,1.9442524
Equidiurnal,0.31827044,3.605067,3.6190884,-3.3134944,-0.32417396,0.59480155
Shittim,-1.8254201,16.987494,17.085289,-3.3823497,-1.2884283,1.2672042
Sonship,-1.2721585,0.03290995,1.2725843,-4.7868724,-0.582102,2.090323
Deresinize,-0.995026,-11.500427,11.543393,-3.175258,1.6129411,1.8675123
Parage,-1.2584982,-6.3476715,6.4712253,-1.6762956,1.249439,1.7937819
Sparrowwort,0.79790086,1.158781,1.4069177,-3.2825472,-0.34529126,0.5695371
Gombroons,-10.565348,26.27365,28.31839,-1.397266,-2.9903932,3.092009
Deaden,3.8343656,12.487232,13.062668,-0.6986703,-0.36421713,2.0394287
Picador,-0.35307032,-11.706237,11.711561,-4.954846,0.7936001,2.435652
Conormal,1.3106666,12.83749,12.904223,-3.182721,-1.0250193,0.9393545
Peracid,0.36802527,16.069494,16.073708,-3.452871,-1.6428317,1.6121031
Disunify,0.36965048,25.593258,25.595926,-1.0809798,-2.2693954,2.646183
Proanaphora,-3.8826935,1.5308774,4.173595,-5.0206265,-0.6243635,2.3278646
Scoliotic,-3.294752,12.845636,13.261438,-3.8610265,-1.9823176,2.1091287
Replacer,0.24525449,6.796964,6.801387,-2.7086585,-1.1781348,0.9773049
Septemberist,-4.5562634,-18.700117,19.247179,-4.6930385,1.5858368,2.6533966
Populator,2.4136448,-14.879476,15.073968,-3.520562,1.695594,2.0542536
Proletarianism,-2.626501,-16.637955,16.84399,-4.2763405,2.698485,3.285409
Superimposure,-0.4720975,-19.685152,19.690813,-3.72976,2.2444768,2.6414447
Caricaturists,2.0987327,7.7205896,8.000761,-2.5030456,-0.03778545,0.28087804
Phalangerinae,-1.6340401,15.865218,15.949144,0.44845304,1.333288,3.530844
Bimensal,-16.10918,-7.9273896,17.954086,-4.0543647,-2.251101,2.4397352
Unconvenience,1.0755026,5.4748616,5.5794992,-2.5460424,-0.28891468,0.20525713
Pettah,0.3410927,4.468717,4.4817157,-2.3629823,-1.2905692,1.1501304
Planktont,-1.0938278,-2.0230417,2.2998173,-1.8655362,-0.5783938,0.94464725
Annuitant,4.975455,7.6768026,9.148138,-1.9815013,-0.38906223,0.77325714
Feticides,0.2633269,5.764226,5.770237,-3.7897143,-1.7392327,1.866959
Skilts,1.66403,-1.8308274,2.4740505,-2.3032048,-0.56085026,0.55938745
Jointers,6.455216,-6.2752895,9.002726,-4.0270095,1.9772071,2.5344012
Anagrammatic,-1.534629,23.018814,23.069914,-0.7286984,-1.2312194,2.2522492
Orguil,0.2426365,-15.851553,15.853411,-3.055706,1.9990003,2.2238483
Haftaroth,-3.3902698,5.6783147,6.6134095,-1.5904841,-0.6851148,1.2394912
Riggal,-1.037053,-26.328861,26.349277,-3.3369493,2.2904809,2.5640702
Candlers,5.830908,14.30109,15.444113,-1.751585,-2.3519576,2.3635898
Benefactorship,4.721736,4.0795207,6.2399735,-3.4700909,-0.98369294,1.0760455
Unfalsity,-0.96702653,-23.560234,23.580072,-1.2162368,1.3912996,2.1981702
Evolvent,-0.8373812,14.510116,14.534257,-1.8667591,-1.9573401,1.9576197
Frankfold,2.2366602,4.4128714,4.94733,-3.7140636,0.3212972,1.1127443
Sarcolite,-1.5497307,7.261613,7.4251385,-1.969087,-1.6367561,1.6255726
Indoctrine,0.7452937,35.38656,35.394405,-0.94190955,-2.6106105,3.0014358
Cobeliever,-0.767996,-9.635444,9.666003,-3.9085062,1.6174638,2.1661851
Coumarane,-9.071527,2.0704927,9.304812,-4.706663,-0.5314865,2.00254
Canoeist,3.5134614,8.568826,9.261165,-1.2195196,-0.6412197,1.5747982
Syringium,-7.9921355,2.438092,8.355748,-1.8797766,0.16968757,0.9289922
Nasality,1.2226886,8.347447,8.436518,-4.6888313,-1.0725569,2.1425054
Topographics,3.0731196,-0.5182879,3.1165183,-1.7742189,-0.24182296,0.9582124
Haywire,-0.6303321,-41.985096,41.989826,-3.905053,2.82829,3.248733
Mosquitoproof,-0.426726,-3.4407434,3.4671044,-5.209609,0.75329703,2.6554794
Mercantilistic,0.13411102,3.9713442,3.9736075,-4.160386,-1.1874495,1.7362076
Uninterruptive,1.8588077,6.0535226,6.3324795,-0.77340347,-0.712481,2.0238357
Emeril,4.8193235,2.4499972,5.406326,-2.6129105,0.7861469,0.9943502
Subprior,4.0415072,-6.6761737,7.80417,-3.569108,-0.11448367,0.84200925
Cicurate,6.897745,-12.553547,14.323771,-1.5164069,1.2599313,1.9003206
Dracaena,5.0883636,3.4579575,6.1521463,-2.8869348,-0.532842,0.3663242
Unitarist,-0.86810917,3.1608891,3.277931,-3.6509318,-1.4264125,1.5318711
